"Plot Title: 2021_11_24"
"#","Date Time, GMT-10:00","DO conc, mg/L (LGR S/N: 21155151, SEN S/N: 21155151)","Temp, °C (LGR S/N: 21155151, SEN S/N: 21155151)","Coupler Detached (LGR S/N: 21155151)","Sensor Data Error (LGR S/N: 21155151)","Coupler Attached (LGR S/N: 21155151)","Stopped (LGR S/N: 21155151)","End Of File (LGR S/N: 21155151)"
53,11/24/21 11:36:00 AM,8.23,26.24,,,,,
54,11/24/21 11:37:00 AM,8.22,26.26,,,,,
55,11/24/21 11:38:00 AM,8.22,26.26,,,,,
56,11/24/21 11:39:00 AM,8.24,26.26,,,,,
57,11/24/21 11:40:00 AM,8.22,26.26,,,,,
58,11/24/21 11:41:00 AM,8.22,26.28,,,,,
59,11/24/21 11:42:00 AM,8.22,26.28,,,,,
60,11/24/21 11:43:00 AM,8.23,26.28,,,,,
61,11/24/21 11:44:00 AM,8.22,26.30,,,,,
62,11/24/21 11:45:00 AM,8.22,26.30,,,,,
63,11/24/21 11:46:00 AM,8.22,26.30,,,,,
64,11/24/21 11:47:00 AM,8.21,26.32,,,,,
65,11/24/21 11:48:00 AM,8.21,26.32,,,,,
66,11/24/21 11:49:00 AM,8.21,26.34,,,,,
67,11/24/21 11:50:00 AM,8.20,26.34,,,,,
68,11/24/21 11:51:00 AM,8.21,26.36,,,,,
69,11/24/21 11:52:00 AM,8.20,26.36,,,,,
70,11/24/21 11:53:00 AM,8.21,26.36,,,,,
71,11/24/21 11:54:00 AM,8.21,26.36,,,,,
72,11/24/21 11:55:00 AM,8.20,26.38,,,,,
73,11/24/21 11:56:00 AM,8.21,26.38,,,,,
74,11/24/21 11:57:00 AM,8.20,26.38,,,,,
75,11/24/21 11:58:00 AM,8.21,26.40,,,,,
76,11/24/21 11:59:00 AM,8.22,26.40,,,,,
77,11/24/21 12:00:00 PM,8.20,26.42,,,,,
78,11/24/21 12:01:00 PM,8.20,26.42,,,,,
79,11/24/21 12:02:00 PM,8.20,26.44,,,,,
80,11/24/21 12:03:00 PM,8.20,26.44,,,,,
81,11/24/21 12:04:00 PM,8.20,26.46,,,,,
82,11/24/21 12:05:00 PM,8.20,26.46,,,,,
83,11/24/21 12:06:00 PM,8.18,26.48,,,,,
84,11/24/21 12:07:00 PM,8.18,26.46,,,,,
85,11/24/21 12:08:00 PM,8.19,26.46,,,,,
86,11/24/21 12:09:00 PM,8.18,26.44,,,,,
87,11/24/21 12:10:00 PM,8.19,26.42,,,,,
88,11/24/21 12:11:00 PM,8.18,26.38,,,,,
89,11/24/21 12:12:00 PM,8.16,26.36,,,,,
90,11/24/21 12:13:00 PM,8.17,26.32,,,,,
91,11/24/21 12:14:00 PM,8.16,26.30,,,,,
92,11/24/21 12:15:00 PM,8.21,26.30,,,,,
93,11/24/21 12:16:00 PM,8.19,26.30,,,,,
94,11/24/21 12:17:00 PM,8.20,26.30,,,,,
95,11/24/21 12:18:00 PM,8.22,26.32,,,,,
96,11/24/21 12:19:00 PM,8.21,26.40,,,,,
97,11/24/21 12:20:00 PM,8.27,26.54,,,,,
98,11/24/21 12:21:00 PM,8.30,26.84,,,,,
99,11/24/21 12:22:00 PM,8.32,27.42,,,,,
100,11/24/21 12:23:00 PM,8.23,28.18,,,,,
101,11/24/21 12:24:00 PM,-888.88,-888.88,,Logged,,,
102,11/24/21 12:25:00 PM,9.10,29.78,,,,,
103,11/24/21 12:26:00 PM,9.23,29.20,,,,,
104,11/24/21 12:27:00 PM,9.11,28.74,,,,,
105,11/24/21 12:28:00 PM,9.37,28.36,,,,,
106,11/24/21 12:29:00 PM,9.38,28.08,,,,,
107,11/24/21 12:30:00 PM,9.55,27.86,,,,,
108,11/24/21 12:31:00 PM,9.65,27.70,,,,,
109,11/24/21 12:32:00 PM,9.71,27.58,,,,,
110,11/24/21 12:33:00 PM,9.76,27.48,,,,,
111,11/24/21 12:34:00 PM,9.79,27.40,,,,,
112,11/24/21 12:35:00 PM,9.82,27.36,,,,,
113,11/24/21 12:36:00 PM,9.89,27.30,,,,,
114,11/24/21 12:37:00 PM,9.87,27.28,,,,,
115,11/24/21 12:38:00 PM,9.94,27.26,,,,,
116,11/24/21 12:39:00 PM,10.01,27.24,,,,,
117,11/24/21 12:40:00 PM,10.06,27.22,,,,,
118,11/24/21 12:41:00 PM,10.26,27.22,,,,,
119,11/24/21 12:42:00 PM,10.40,27.20,,,,,
120,11/24/21 12:43:00 PM,9.84,27.20,,,,,
121,11/24/21 12:44:00 PM,10.01,27.20,,,,,
122,11/24/21 12:45:00 PM,10.07,27.20,,,,,
123,11/24/21 12:46:00 PM,10.41,27.22,,,,,
124,11/24/21 12:47:00 PM,10.43,27.24,,,,,
125,11/24/21 12:48:00 PM,10.63,27.26,,,,,
126,11/24/21 12:49:00 PM,10.58,27.26,,,,,
127,11/24/21 12:50:00 PM,10.67,27.26,,,,,
128,11/24/21 12:51:00 PM,10.58,27.26,,,,,
129,11/24/21 12:52:00 PM,10.50,27.26,,,,,
130,11/24/21 12:53:00 PM,10.58,27.26,,,,,
131,11/24/21 12:54:00 PM,10.55,27.26,,,,,
132,11/24/21 12:55:00 PM,10.44,27.28,,,,,
133,11/24/21 12:56:00 PM,10.17,27.28,,,,,
134,11/24/21 12:57:00 PM,10.59,27.30,,,,,
135,11/24/21 12:58:00 PM,10.45,27.28,,,,,
136,11/24/21 12:59:00 PM,10.53,27.28,,,,,
137,11/24/21 01:00:00 PM,10.70,27.28,,,,,
138,11/24/21 01:01:00 PM,10.46,27.28,,,,,
139,11/24/21 01:02:00 PM,10.49,27.26,,,,,
140,11/24/21 01:03:00 PM,10.28,27.26,,,,,
141,11/24/21 01:04:00 PM,10.28,27.26,,,,,
142,11/24/21 01:05:00 PM,10.16,27.24,,,,,
143,11/24/21 01:06:00 PM,10.13,27.24,,,,,
144,11/24/21 01:07:00 PM,10.04,27.24,,,,,
145,11/24/21 01:08:00 PM,9.80,27.24,,,,,
146,11/24/21 01:09:00 PM,9.67,27.24,,,,,
147,11/24/21 01:10:00 PM,9.49,27.22,,,,,
148,11/24/21 01:11:00 PM,-888.88,-888.88,,Logged,,,
149,11/24/21 01:12:00 PM,10.38,27.24,,,,,
150,11/24/21 01:13:00 PM,10.98,27.22,,,,,
151,11/24/21 01:14:00 PM,10.95,27.24,,,,,
152,11/24/21 01:15:00 PM,10.96,27.32,,,,,
153,11/24/21 01:16:00 PM,11.09,27.44,,,,,
154,11/24/21 01:17:00 PM,11.19,27.48,,,,,
155,11/24/21 01:18:00 PM,11.04,27.52,,,,,
156,11/24/21 01:19:00 PM,11.22,27.58,,,,,
157,11/24/21 01:20:00 PM,11.21,27.62,,,,,
158,11/24/21 01:21:00 PM,11.15,27.58,,,,,
159,11/24/21 01:22:00 PM,11.08,27.54,,,,,
160,11/24/21 01:23:00 PM,10.98,27.54,,,,,
161,11/24/21 01:24:00 PM,10.98,27.54,,,,,
162,11/24/21 01:25:00 PM,11.04,27.52,,,,,
163,11/24/21 01:26:00 PM,11.12,27.52,,,,,
164,11/24/21 01:27:00 PM,11.23,27.50,,,,,
165,11/24/21 01:28:00 PM,11.23,27.48,,,,,
166,11/24/21 01:29:00 PM,11.26,27.48,,,,,
167,11/24/21 01:30:00 PM,11.35,27.48,,,,,
168,11/24/21 01:31:00 PM,11.49,27.46,,,,,
169,11/24/21 01:32:00 PM,11.54,27.44,,,,,
170,11/24/21 01:33:00 PM,11.46,27.42,,,,,
171,11/24/21 01:34:00 PM,11.42,27.40,,,,,
172,11/24/21 01:35:00 PM,11.40,27.38,,,,,
173,11/24/21 01:36:00 PM,11.35,27.38,,,,,
174,11/24/21 01:37:00 PM,11.25,27.36,,,,,
175,11/24/21 01:38:00 PM,11.25,27.36,,,,,
176,11/24/21 01:39:00 PM,10.92,27.36,,,,,
177,11/24/21 01:40:00 PM,11.02,27.34,,,,,
178,11/24/21 01:41:00 PM,11.17,27.34,,,,,
179,11/24/21 01:42:00 PM,10.96,27.34,,,,,
180,11/24/21 01:43:00 PM,10.64,27.34,,,,,
181,11/24/21 01:44:00 PM,10.65,27.32,,,,,
182,11/24/21 01:45:00 PM,10.68,27.28,,,,,
183,11/24/21 01:46:00 PM,10.68,27.26,,,,,
184,11/24/21 01:47:00 PM,10.66,27.26,,,,,
185,11/24/21 01:48:00 PM,10.70,27.24,,,,,
186,11/24/21 01:49:00 PM,10.70,27.24,,,,,
187,11/24/21 01:50:00 PM,10.73,27.24,,,,,
188,11/24/21 01:51:00 PM,10.73,27.24,,,,,
189,11/24/21 01:52:00 PM,10.77,27.26,,,,,
190,11/24/21 01:53:00 PM,10.80,27.26,,,,,
191,11/24/21 01:54:00 PM,10.81,27.26,,,,,
192,11/24/21 01:55:00 PM,10.84,27.28,,,,,
193,11/24/21 01:56:00 PM,10.91,27.28,,,,,
194,11/24/21 01:57:00 PM,10.96,27.28,,,,,
195,11/24/21 01:58:00 PM,10.95,27.28,,,,,
196,11/24/21 01:59:00 PM,10.94,27.28,,,,,
197,11/24/21 02:00:00 PM,10.94,27.28,,,,,
198,11/24/21 02:01:00 PM,10.90,27.28,,,,,
199,11/24/21 02:02:00 PM,10.88,27.26,,,,,
200,11/24/21 02:03:00 PM,10.90,27.26,,,,,
201,11/24/21 02:04:00 PM,10.88,27.26,,,,,
202,11/24/21 02:05:00 PM,10.82,27.26,,,,,
203,11/24/21 02:06:00 PM,10.75,27.26,,,,,
204,11/24/21 02:07:00 PM,11.12,27.26,,,,,
205,11/24/21 02:08:00 PM,11.55,27.28,,,,,
206,11/24/21 02:09:00 PM,9.92,27.34,,,,,
207,11/24/21 02:10:00 PM,10.53,27.42,,,,,
208,11/24/21 02:11:00 PM,7.71,27.48,,,,,
209,11/24/21 02:12:00 PM,7.72,27.26,,,,,
210,11/24/21 02:13:00 PM,7.66,26.98,,,,,
211,11/24/21 02:14:00 PM,7.77,26.70,,,,,
212,11/24/21 02:15:00 PM,7.87,26.44,,,,,
213,11/24/21 02:16:00 PM,7.92,26.24,,,,,
214,11/24/21 02:17:00 PM,7.97,26.06,,,,,
215,11/24/21 02:18:00 PM,8.02,25.96,,,,,
216,11/24/21 02:19:00 PM,8.04,25.88,,,,,
217,11/24/21 02:20:00 PM,8.07,25.82,,,,,
218,11/24/21 02:21:00 PM,8.09,25.74,,,,,
219,11/24/21 02:22:00 PM,8.08,25.68,,,,,
220,11/24/21 02:23:00 PM,8.10,25.64,,,,,
221,11/24/21 02:24:00 PM,8.12,25.58,,,,,
222,11/24/21 02:25:00 PM,8.13,25.54,,,,,
223,11/24/21 02:26:00 PM,8.14,25.48,,,,,
224,11/24/21 02:27:00 PM,8.14,25.44,,,,,
225,11/24/21 02:28:00 PM,8.15,25.40,,,,,
226,11/24/21 02:29:00 PM,8.13,25.38,,,,,
227,11/24/21 02:30:00 PM,8.12,25.36,,,,,
228,11/24/21 02:31:00 PM,8.18,25.36,,,,,
229,11/24/21 02:32:00 PM,8.16,25.38,,,,,
230,11/24/21 02:33:00 PM,8.16,25.36,,,,,
231,11/24/21 02:34:00 PM,8.18,25.40,,,,,
232,11/24/21 02:35:00 PM,8.10,25.48,,,,,
233,11/24/21 02:36:00 PM,8.14,25.50,,,,,
234,11/24/21 02:37:00 PM,8.14,25.54,,,,,
235,11/24/21 02:38:00 PM,8.14,25.58,,,,,
236,11/24/21 02:39:00 PM,8.13,25.62,,,,,
237,11/24/21 02:40:00 PM,8.11,25.66,,,,,
238,11/24/21 02:41:00 PM,8.08,25.72,,,,,
239,11/24/21 02:42:00 PM,8.10,25.76,,,,,
240,11/24/21 02:43:00 PM,8.08,25.78,,,,,
241,11/24/21 02:44:00 PM,8.07,25.80,,,,,
242,11/24/21 02:45:00 PM,8.03,25.82,,,,,
243,11/24/21 02:46:00 PM,8.06,25.82,,,,,
244,11/24/21 02:47:00 PM,8.04,25.84,,,,,
245,11/24/21 02:48:00 PM,8.04,25.84,,,,,
246,11/24/21 02:49:00 PM,8.04,25.84,,,,,
247,11/24/21 02:50:00 PM,8.04,25.84,,,,,
248,11/24/21 02:51:00 PM,8.02,25.82,,,,,
249,11/24/21 02:52:00 PM,8.03,25.82,,,,,
250,11/24/21 02:53:00 PM,8.04,25.78,,,,,
251,11/24/21 02:54:00 PM,8.07,25.70,,,,,
252,11/24/21 02:55:00 PM,8.08,25.64,,,,,
253,11/24/21 02:56:00 PM,8.10,25.58,,,,,
254,11/24/21 02:57:00 PM,8.09,25.52,,,,,
255,11/24/21 02:58:00 PM,8.10,25.46,,,,,
256,11/24/21 02:59:00 PM,8.12,25.42,,,,,
257,11/24/21 03:00:00 PM,8.13,25.38,,,,,
258,11/24/21 03:01:00 PM,8.14,25.34,,,,,
259,11/24/21 03:02:00 PM,8.13,25.30,,,,,
260,11/24/21 03:03:00 PM,8.15,25.26,,,,,
261,11/24/21 03:04:00 PM,8.16,25.22,,,,,
262,11/24/21 03:05:00 PM,8.16,25.20,,,,,
263,11/24/21 03:06:00 PM,8.17,25.16,,,,,
264,11/24/21 03:07:00 PM,8.17,25.14,,,,,
265,11/24/21 03:08:00 PM,8.16,25.10,,,,,
266,11/24/21 03:09:00 PM,8.18,25.08,,,,,
267,11/24/21 03:10:00 PM,8.20,25.06,,,,,
268,11/24/21 03:11:00 PM,8.17,25.04,,,,,
269,11/24/21 03:12:00 PM,8.22,25.02,,,,,
270,11/24/21 03:13:00 PM,8.25,25.08,,,,,
271,11/24/21 03:14:00 PM,8.28,25.16,,,,,
272,11/24/21 03:15:00 PM,8.28,25.22,,,,,
273,11/24/21 03:16:00 PM,8.28,25.30,,,,,
274,11/24/21 03:17:00 PM,8.28,25.36,,,,,
275,11/24/21 03:18:00 PM,8.27,25.42,,,,,
276,11/24/21 03:19:00 PM,8.26,25.48,,,,,
277,11/24/21 03:20:00 PM,8.26,25.54,,,,,
278,11/24/21 03:21:00 PM,8.28,25.60,,,,,
279,11/24/21 03:22:00 PM,8.26,25.64,,,,,
280,11/24/21 03:23:00 PM,8.29,25.74,,,,,
281,11/24/21 03:24:00 PM,8.29,25.84,,,,,
282,11/24/21 03:25:00 PM,8.24,25.96,,,,,
283,11/24/21 03:26:00 PM,8.18,26.06,,,,,
284,11/24/21 03:27:00 PM,8.15,26.06,,,,,
285,11/24/21 03:27:46 PM,,,,,Logged,,
286,11/24/21 03:27:48 PM,,,,,,Logged,Logged
