"Plot Title: 2021_11_21_b"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 10834020, SEN S/N: 10834020, LBL: <C6>)","Intensity, Lux (LGR S/N: 10834020, SEN S/N: 10834020)","Coupler Detached (LGR S/N: 10834020)","Coupler Attached (LGR S/N: 10834020)","Host Connected (LGR S/N: 10834020)","Stopped (LGR S/N: 10834020)","End Of File (LGR S/N: 10834020)"
55,11/21/21 11:42:01 AM,33.953,26178.0,,,,,
56,11/21/21 11:42:31 AM,34.374,19289.0,,,,,
57,11/21/21 11:43:01 AM,34.374,17222.3,,,,,
58,11/21/21 11:43:31 AM,34.163,27555.7,,,,,
59,11/21/21 11:44:01 AM,34.163,31689.1,,,,,
60,11/21/21 11:44:31 AM,34.268,30311.3,,,,,
61,11/21/21 11:45:01 AM,34.268,31689.1,,,,,
62,11/21/21 11:45:31 AM,34.374,31689.1,,,,,
63,11/21/21 11:46:01 AM,34.479,30311.3,,,,,
64,11/21/21 11:46:31 AM,34.479,24800.2,,,,,
65,11/21/21 11:47:01 AM,34.479,26178.0,,,,,
66,11/21/21 11:47:31 AM,34.585,26178.0,,,,,
67,11/21/21 11:48:01 AM,34.585,26178.0,,,,,
68,11/21/21 11:48:31 AM,34.691,26178.0,,,,,
69,11/21/21 11:49:01 AM,34.691,26178.0,,,,,
70,11/21/21 11:49:31 AM,34.796,26178.0,,,,,
71,11/21/21 11:50:01 AM,34.796,26178.0,,,,,
72,11/21/21 11:50:31 AM,35.328,3100.0,,,,,
73,11/21/21 11:51:01 AM,33.639,24800.2,,,,,
74,11/21/21 11:51:31 AM,32.291,4133.4,,,,,
75,11/21/21 11:52:01 AM,31.370,5511.1,,,,,
76,11/21/21 11:52:31 AM,30.558,6200.0,,,,,
77,11/21/21 11:53:01 AM,30.054,5511.1,,,,,
78,11/21/21 11:53:31 AM,29.452,3444.5,,,,,
79,11/21/21 11:54:01 AM,29.152,5511.1,,,,,
80,11/21/21 11:54:31 AM,28.953,3616.7,,,,,
81,11/21/21 11:55:01 AM,28.655,1894.5,,,,,
82,11/21/21 11:55:31 AM,28.555,2927.8,,,,,
83,11/21/21 11:56:01 AM,28.555,4822.3,,,,,
84,11/21/21 11:56:31 AM,28.456,7577.8,,,,,
85,11/21/21 11:57:01 AM,28.456,7233.4,,,,,
86,11/21/21 11:57:31 AM,28.456,7233.4,,,,,
87,11/21/21 11:58:01 AM,28.555,7233.4,,,,,
88,11/21/21 11:58:31 AM,28.456,6200.0,,,,,
89,11/21/21 11:59:01 AM,28.456,7233.4,,,,,
90,11/21/21 11:59:31 AM,28.555,9300.1,,,,,
91,11/21/21 12:00:01 PM,28.555,6544.5,,,,,
92,11/21/21 12:00:31 PM,28.555,3100.0,,,,,
93,11/21/21 12:01:01 PM,28.258,2066.7,,,,,
94,11/21/21 12:01:31 PM,28.159,2238.9,,,,,
95,11/21/21 12:02:01 PM,28.456,12400.1,,,,,
96,11/21/21 12:02:31 PM,28.456,5338.9,,,,,
97,11/21/21 12:03:01 PM,28.456,26178.0,,,,,
98,11/21/21 12:03:31 PM,28.555,14466.8,,,,,
99,11/21/21 12:04:01 PM,28.456,10333.4,,,,,
100,11/21/21 12:04:31 PM,28.555,7233.4,,,,,
101,11/21/21 12:05:01 PM,28.555,5511.1,,,,,
102,11/21/21 12:05:31 PM,28.555,6200.0,,,,,
103,11/21/21 12:06:01 PM,28.655,6200.0,,,,,
104,11/21/21 12:06:31 PM,28.655,12400.1,,,,,
105,11/21/21 12:07:01 PM,28.655,10333.4,,,,,
106,11/21/21 12:07:31 PM,28.655,9644.5,,,,,
107,11/21/21 12:08:01 PM,28.754,20666.8,,,,,
108,11/21/21 12:08:31 PM,28.754,13777.9,,,,,
109,11/21/21 12:09:01 PM,28.754,8611.2,,,,,
110,11/21/21 12:09:31 PM,28.754,8611.2,,,,,
111,11/21/21 12:10:01 PM,28.754,12400.1,,,,,
112,11/21/21 12:10:31 PM,28.754,35822.5,,,,,
113,11/21/21 12:11:01 PM,28.853,9644.5,,,,,
114,11/21/21 12:11:31 PM,28.853,15844.5,,,,,
115,11/21/21 12:12:01 PM,28.853,13777.9,,,,,
116,11/21/21 12:12:31 PM,28.853,23422.4,,,,,
117,11/21/21 12:13:01 PM,28.853,12400.1,,,,,
118,11/21/21 12:13:31 PM,28.853,13089.0,,,,,
119,11/21/21 12:14:01 PM,28.853,10333.4,,,,,
120,11/21/21 12:14:31 PM,28.853,12400.1,,,,,
121,11/21/21 12:15:01 PM,28.853,9300.1,,,,,
122,11/21/21 12:15:31 PM,28.853,9300.1,,,,,
123,11/21/21 12:16:01 PM,28.953,11711.2,,,,,
124,11/21/21 12:16:31 PM,28.953,6544.5,,,,,
125,11/21/21 12:17:01 PM,28.953,6544.5,,,,,
126,11/21/21 12:17:31 PM,28.853,12400.1,,,,,
127,11/21/21 12:18:01 PM,28.853,16533.4,,,,,
128,11/21/21 12:18:31 PM,28.853,3444.5,,,,,
129,11/21/21 12:19:01 PM,28.456,21.5,,,,,
130,11/21/21 12:19:31 PM,28.258,0.0,,,,,
131,11/21/21 12:20:01 PM,28.060,0.0,,,,,
132,11/21/21 12:20:31 PM,27.961,0.0,,,,,
133,11/21/21 12:21:01 PM,27.961,0.0,,,,,
134,11/21/21 12:21:31 PM,27.862,0.0,,,,,
135,11/21/21 12:22:01 PM,27.764,0.0,,,,,
136,11/21/21 12:22:31 PM,27.764,0.0,,,,,
137,11/21/21 12:23:01 PM,27.764,0.0,,,,,
138,11/21/21 12:23:31 PM,27.665,0.0,,,,,
139,11/21/21 12:24:01 PM,27.665,0.0,,,,,
140,11/21/21 12:24:31 PM,27.665,0.0,,,,,
141,11/21/21 12:25:01 PM,27.665,0.0,,,,,
142,11/21/21 12:25:31 PM,27.665,0.0,,,,,
143,11/21/21 12:26:01 PM,27.665,0.0,,,,,
144,11/21/21 12:26:31 PM,27.567,0.0,,,,,
145,11/21/21 12:27:01 PM,27.567,0.0,,,,,
146,11/21/21 12:27:31 PM,27.567,0.0,,,,,
147,11/21/21 12:28:01 PM,27.567,0.0,,,,,
148,11/21/21 12:28:31 PM,27.567,0.0,,,,,
149,11/21/21 12:29:01 PM,27.567,0.0,,,,,
150,11/21/21 12:29:31 PM,27.567,0.0,,,,,
151,11/21/21 12:30:01 PM,27.567,0.0,,,,,
152,11/21/21 12:30:31 PM,27.567,0.0,,,,,
153,11/21/21 12:31:01 PM,27.567,0.0,,,,,
154,11/21/21 12:31:31 PM,27.567,0.0,,,,,
155,11/21/21 12:32:01 PM,27.567,0.0,,,,,
156,11/21/21 12:32:31 PM,27.567,0.0,,,,,
157,11/21/21 12:33:01 PM,27.567,0.0,,,,,
158,11/21/21 12:33:31 PM,27.567,0.0,,,,,
159,11/21/21 12:34:01 PM,27.567,0.0,,,,,
160,11/21/21 12:34:31 PM,27.567,0.0,,,,,
161,11/21/21 12:35:01 PM,27.567,0.0,,,,,
162,11/21/21 12:35:31 PM,27.567,0.0,,,,,
163,11/21/21 12:36:01 PM,27.567,0.0,,,,,
164,11/21/21 12:36:31 PM,27.764,5338.9,,,,,
165,11/21/21 12:37:01 PM,28.456,4822.3,,,,,
166,11/21/21 12:37:31 PM,28.159,7233.4,,,,,
167,11/21/21 12:38:01 PM,28.060,4822.3,,,,,
168,11/21/21 12:38:31 PM,27.961,26178.0,,,,,
169,11/21/21 12:39:01 PM,28.060,7233.4,,,,,
170,11/21/21 12:39:31 PM,28.159,5166.7,,,,,
171,11/21/21 12:40:01 PM,28.159,9300.1,,,,,
172,11/21/21 12:40:31 PM,28.357,6200.0,,,,,
173,11/21/21 12:41:01 PM,28.357,8611.2,,,,,
174,11/21/21 12:41:31 PM,28.357,5511.1,,,,,
175,11/21/21 12:42:01 PM,28.357,3616.7,,,,,
176,11/21/21 12:42:31 PM,28.258,6200.0,,,,,
177,11/21/21 12:43:01 PM,28.456,5166.7,,,,,
178,11/21/21 12:43:31 PM,28.555,8266.7,,,,,
179,11/21/21 12:44:01 PM,28.555,6544.5,,,,,
180,11/21/21 12:44:31 PM,28.555,6544.5,,,,,
181,11/21/21 12:45:01 PM,28.754,8611.2,,,,,
182,11/21/21 12:45:31 PM,28.754,7233.4,,,,,
183,11/21/21 12:46:01 PM,28.754,7577.8,,,,,
184,11/21/21 12:46:31 PM,28.555,3444.5,,,,,
185,11/21/21 12:47:01 PM,28.456,3444.5,,,,,
186,11/21/21 12:47:31 PM,28.357,3444.5,,,,,
187,11/21/21 12:48:01 PM,28.258,3272.2,,,,,
188,11/21/21 12:48:31 PM,28.159,3272.2,,,,,
189,11/21/21 12:49:01 PM,28.159,3616.7,,,,,
190,11/21/21 12:49:31 PM,28.258,5338.9,,,,,
191,11/21/21 12:50:01 PM,28.258,5511.1,,,,,
192,11/21/21 12:50:31 PM,28.357,7233.4,,,,,
193,11/21/21 12:51:01 PM,28.655,8611.2,,,,,
194,11/21/21 12:51:31 PM,28.853,8266.7,,,,,
195,11/21/21 12:52:01 PM,28.655,3616.7,,,,,
196,11/21/21 12:52:31 PM,28.456,2927.8,,,,,
197,11/21/21 12:53:01 PM,28.357,2325.0,,,,,
198,11/21/21 12:53:31 PM,28.258,2669.5,,,,,
199,11/21/21 12:54:01 PM,28.159,2755.6,,,,,
200,11/21/21 12:54:31 PM,28.159,2583.4,,,,,
201,11/21/21 12:55:01 PM,28.060,2497.2,,,,,
202,11/21/21 12:55:31 PM,28.060,2583.4,,,,,
203,11/21/21 12:56:01 PM,27.961,2755.6,,,,,
204,11/21/21 12:56:31 PM,27.961,2927.8,,,,,
205,11/21/21 12:57:01 PM,27.961,3100.0,,,,,
206,11/21/21 12:57:31 PM,27.961,3100.0,,,,,
207,11/21/21 12:58:01 PM,27.961,3100.0,,,,,
208,11/21/21 12:58:31 PM,27.862,0.0,,,,,
209,11/21/21 12:59:01 PM,27.764,0.0,,,,,
210,11/21/21 12:59:31 PM,27.665,0.0,,,,,
211,11/21/21 01:00:01 PM,27.665,0.0,,,,,
212,11/21/21 01:00:31 PM,27.665,0.0,,,,,
213,11/21/21 01:01:01 PM,27.665,0.0,,,,,
214,11/21/21 01:01:31 PM,27.567,0.0,,,,,
215,11/21/21 01:02:01 PM,27.567,0.0,,,,,
216,11/21/21 01:02:31 PM,27.567,0.0,,,,,
217,11/21/21 01:03:01 PM,27.567,0.0,,,,,
218,11/21/21 01:03:31 PM,27.567,0.0,,,,,
219,11/21/21 01:04:01 PM,27.567,0.0,,,,,
220,11/21/21 01:04:31 PM,27.567,0.0,,,,,
221,11/21/21 01:05:01 PM,27.468,0.0,,,,,
222,11/21/21 01:05:31 PM,27.468,0.0,,,,,
223,11/21/21 01:06:01 PM,27.468,0.0,,,,,
224,11/21/21 01:06:31 PM,27.468,0.0,,,,,
225,11/21/21 01:07:01 PM,27.468,0.0,,,,,
226,11/21/21 01:07:31 PM,27.468,0.0,,,,,
227,11/21/21 01:08:01 PM,27.468,0.0,,,,,
228,11/21/21 01:08:31 PM,27.468,0.0,,,,,
229,11/21/21 01:09:01 PM,27.468,0.0,,,,,
230,11/21/21 01:09:31 PM,27.468,0.0,,,,,
231,11/21/21 01:10:01 PM,27.468,0.0,,,,,
232,11/21/21 01:10:31 PM,27.468,0.0,,,,,
233,11/21/21 01:11:01 PM,27.468,0.0,,,,,
234,11/21/21 01:11:31 PM,27.468,0.0,,,,,
235,11/21/21 01:12:01 PM,27.468,0.0,,,,,
236,11/21/21 01:12:31 PM,27.468,0.0,,,,,
237,11/21/21 01:13:01 PM,27.468,0.0,,,,,
238,11/21/21 01:13:31 PM,27.468,0.0,,,,,
239,11/21/21 01:14:01 PM,27.468,0.0,,,,,
240,11/21/21 01:14:31 PM,27.468,0.0,,,,,
241,11/21/21 01:15:01 PM,27.468,0.0,,,,,
242,11/21/21 01:15:31 PM,27.468,0.0,,,,,
243,11/21/21 01:16:01 PM,27.468,0.0,,,,,
244,11/21/21 01:16:31 PM,27.468,0.0,,,,,
245,11/21/21 01:17:01 PM,27.764,3444.5,,,,,
246,11/21/21 01:17:31 PM,27.862,3616.7,,,,,
247,11/21/21 01:18:01 PM,28.060,44089.2,,,,,
248,11/21/21 01:18:31 PM,28.060,2927.8,,,,,
249,11/21/21 01:19:01 PM,28.258,5166.7,,,,,
250,11/21/21 01:19:31 PM,27.961,538.2,,,,,
251,11/21/21 01:20:01 PM,28.060,9300.1,,,,,
252,11/21/21 01:20:31 PM,28.060,11711.2,,,,,
253,11/21/21 01:21:01 PM,28.060,9300.1,,,,,
254,11/21/21 01:21:31 PM,28.060,3788.9,,,,,
255,11/21/21 01:22:01 PM,28.159,8611.2,,,,,
256,11/21/21 01:22:31 PM,28.159,13777.9,,,,,
257,11/21/21 01:23:01 PM,28.060,8266.7,,,,,
258,11/21/21 01:23:31 PM,28.159,9644.5,,,,,
259,11/21/21 01:24:01 PM,28.159,979.5,,,,,
260,11/21/21 01:24:31 PM,27.961,333.7,,,,,
261,11/21/21 01:25:01 PM,27.961,505.9,,,,,
262,11/21/21 01:25:31 PM,27.862,947.2,,,,,
263,11/21/21 01:26:01 PM,27.862,9644.5,,,,,
264,11/21/21 01:26:31 PM,27.961,8611.2,,,,,
265,11/21/21 01:27:01 PM,28.060,7577.8,,,,,
266,11/21/21 01:27:31 PM,28.159,9300.1,,,,,
267,11/21/21 01:28:01 PM,28.159,10677.8,,,,,
268,11/21/21 01:28:31 PM,28.159,10677.8,,,,,
269,11/21/21 01:29:01 PM,28.159,6200.0,,,,,
270,11/21/21 01:29:31 PM,28.258,10677.8,,,,,
271,11/21/21 01:30:01 PM,28.258,8266.7,,,,,
272,11/21/21 01:30:31 PM,28.258,5511.1,,,,,
273,11/21/21 01:31:01 PM,28.258,9644.5,,,,,
274,11/21/21 01:31:31 PM,28.258,14466.8,,,,,
275,11/21/21 01:32:01 PM,28.357,11022.3,,,,,
276,11/21/21 01:32:31 PM,28.357,8266.7,,,,,
277,11/21/21 01:33:01 PM,28.357,7233.4,,,,,
278,11/21/21 01:33:31 PM,28.357,11711.2,,,,,
279,11/21/21 01:34:01 PM,28.357,6544.5,,,,,
280,11/21/21 01:34:31 PM,28.357,8266.7,,,,,
281,11/21/21 01:35:01 PM,28.357,5511.1,,,,,
282,11/21/21 01:35:31 PM,28.357,8611.2,,,,,
283,11/21/21 01:36:01 PM,28.357,13089.0,,,,,
284,11/21/21 01:36:31 PM,28.357,11022.3,,,,,
285,11/21/21 01:37:01 PM,28.159,269.1,,,,,
286,11/21/21 01:37:31 PM,28.060,0.0,,,,,
287,11/21/21 01:38:01 PM,27.961,0.0,,,,,
288,11/21/21 01:38:31 PM,27.862,0.0,,,,,
289,11/21/21 01:39:01 PM,27.862,0.0,,,,,
290,11/21/21 01:39:31 PM,27.764,0.0,,,,,
291,11/21/21 01:40:01 PM,27.764,0.0,,,,,
292,11/21/21 01:40:31 PM,27.665,0.0,,,,,
293,11/21/21 01:41:01 PM,27.665,0.0,,,,,
294,11/21/21 01:41:31 PM,27.665,0.0,,,,,
295,11/21/21 01:42:01 PM,27.665,0.0,,,,,
296,11/21/21 01:42:31 PM,27.665,0.0,,,,,
297,11/21/21 01:43:01 PM,27.665,0.0,,,,,
298,11/21/21 01:43:31 PM,27.665,0.0,,,,,
299,11/21/21 01:44:01 PM,27.567,0.0,,,,,
300,11/21/21 01:44:31 PM,27.567,0.0,,,,,
301,11/21/21 01:45:01 PM,27.567,0.0,,,,,
302,11/21/21 01:45:31 PM,27.567,0.0,,,,,
303,11/21/21 01:46:01 PM,27.567,0.0,,,,,
304,11/21/21 01:46:31 PM,27.567,0.0,,,,,
305,11/21/21 01:47:01 PM,27.567,0.0,,,,,
306,11/21/21 01:47:31 PM,27.567,0.0,,,,,
307,11/21/21 01:48:01 PM,27.567,0.0,,,,,
308,11/21/21 01:48:31 PM,27.567,0.0,,,,,
309,11/21/21 01:49:01 PM,27.567,0.0,,,,,
310,11/21/21 01:49:31 PM,27.567,0.0,,,,,
311,11/21/21 01:50:01 PM,27.567,0.0,,,,,
312,11/21/21 01:50:31 PM,27.665,7233.4,,,,,
313,11/21/21 01:51:01 PM,27.961,11711.2,,,,,
314,11/21/21 01:51:31 PM,27.862,1065.6,,,,,
315,11/21/21 01:52:01 PM,28.060,850.4,,,,,
316,11/21/21 01:52:31 PM,27.961,990.3,,,,,
317,11/21/21 01:53:01 PM,27.961,2066.7,,,,,
318,11/21/21 01:53:31 PM,27.961,850.4,,,,,
319,11/21/21 01:54:01 PM,28.159,2927.8,,,,,
320,11/21/21 01:54:31 PM,28.258,2755.6,,,,,
321,11/21/21 01:55:01 PM,28.357,2755.6,,,,,
322,11/21/21 01:55:31 PM,28.555,1636.1,,,,,
323,11/21/21 01:56:01 PM,28.853,1722.2,,,,,
324,11/21/21 01:56:31 PM,28.953,1894.5,,,,,
325,11/21/21 01:57:01 PM,29.053,1808.3,,,,,
326,11/21/21 01:57:31 PM,29.152,1722.2,,,,,
327,11/21/21 01:58:01 PM,29.252,1722.2,,,,,
328,11/21/21 01:58:31 PM,29.152,1894.5,,,,,
329,11/21/21 01:59:01 PM,28.853,3444.5,,,,,
330,11/21/21 01:59:31 PM,28.754,2755.6,,,,,
331,11/21/21 02:00:01 PM,28.655,3444.5,,,,,
332,11/21/21 02:00:31 PM,28.655,2238.9,,,,,
333,11/21/21 02:01:01 PM,28.555,2927.8,,,,,
334,11/21/21 02:01:31 PM,28.555,3444.5,,,,,
335,11/21/21 02:02:01 PM,28.555,4994.5,,,,,
336,11/21/21 02:02:31 PM,28.655,7233.4,,,,,
337,11/21/21 02:03:01 PM,28.555,10333.4,,,,,
338,11/21/21 02:03:31 PM,28.853,7577.8,,,,,
339,11/21/21 02:04:01 PM,28.953,2927.8,,,,,
340,11/21/21 02:04:31 PM,29.053,3788.9,,,,,
341,11/21/21 02:05:01 PM,29.053,3616.7,,,,,
342,11/21/21 02:05:31 PM,29.152,3788.9,,,,,
343,11/21/21 02:06:01 PM,29.252,2152.8,,,,,
344,11/21/21 02:06:31 PM,29.452,4477.8,,,,,
345,11/21/21 02:07:01 PM,29.352,3961.1,,,,,
346,11/21/21 02:07:31 PM,29.352,3616.7,,,,,
347,11/21/21 02:08:01 PM,29.352,3444.5,,,,,
348,11/21/21 02:08:31 PM,29.352,1808.3,,,,,
349,11/21/21 02:09:01 PM,29.053,3444.5,,,,,
350,11/21/21 02:09:31 PM,29.252,3788.9,,,,,
351,11/21/21 02:10:01 PM,29.352,3961.1,,,,,
352,11/21/21 02:10:31 PM,29.552,3961.1,,,,,
353,11/21/21 02:11:01 PM,29.652,3961.1,,,,,
354,11/21/21 02:11:31 PM,29.652,3961.1,,,,,
355,11/21/21 02:12:01 PM,29.752,3788.9,,,,,
356,11/21/21 02:12:31 PM,29.752,3961.1,,,,,
357,11/21/21 02:13:01 PM,29.752,3961.1,,,,,
358,11/21/21 02:13:31 PM,29.853,3961.1,,,,,
359,11/21/21 02:14:01 PM,29.853,3788.9,,,,,
360,11/21/21 02:14:31 PM,29.853,3616.7,,,,,
361,11/21/21 02:15:01 PM,29.352,409.0,,,,,
362,11/21/21 02:15:31 PM,28.953,53.8,,,,,
363,11/21/21 02:16:01 PM,28.655,21.5,,,,,
364,11/21/21 02:16:31 PM,28.456,0.0,,,,,
365,11/21/21 02:17:01 PM,28.258,0.0,,,,,
366,11/21/21 02:17:31 PM,28.060,0.0,,,,,
367,11/21/21 02:18:01 PM,27.961,0.0,,,,,
368,11/21/21 02:18:31 PM,27.862,0.0,,,,,
369,11/21/21 02:19:01 PM,27.764,0.0,,,,,
370,11/21/21 02:19:31 PM,27.764,0.0,,,,,
371,11/21/21 02:20:01 PM,27.665,0.0,,,,,
372,11/21/21 02:20:31 PM,27.665,0.0,,,,,
373,11/21/21 02:21:01 PM,27.665,0.0,,,,,
374,11/21/21 02:21:31 PM,27.567,0.0,,,,,
375,11/21/21 02:22:01 PM,27.567,0.0,,,,,
376,11/21/21 02:22:31 PM,27.567,0.0,,,,,
377,11/21/21 02:23:01 PM,27.567,312.2,,,,,
378,11/21/21 02:23:31 PM,27.961,2411.1,,,,,
379,11/21/21 02:24:01 PM,28.159,6544.5,,,,,
380,11/21/21 02:24:31 PM,28.555,34444.7,,,,,
381,11/21/21 02:25:01 PM,28.555,13089.0,,,,,
382,11/21/21 02:25:31 PM,28.754,104711.8,,,,,
383,11/21/21 02:26:01 PM,28.655,33066.9,,,,,
384,11/21/21 02:26:31 PM,28.555,34444.7,,,,,
385,11/21/21 02:27:01 PM,28.555,7233.4,,,,,
386,11/21/21 02:27:31 PM,28.555,4650.0,,,,,
387,11/21/21 02:28:01 PM,28.456,4477.8,,,,,
388,11/21/21 02:28:31 PM,28.456,4822.3,,,,,
389,11/21/21 02:29:01 PM,28.555,7233.4,,,,,
390,11/21/21 02:29:31 PM,28.655,8611.2,,,,,
391,11/21/21 02:30:01 PM,28.754,8611.2,,,,,
392,11/21/21 02:30:31 PM,28.754,8266.7,,,,,
393,11/21/21 02:31:01 PM,28.853,8611.2,,,,,
394,11/21/21 02:31:31 PM,28.853,8611.2,,,,,
395,11/21/21 02:32:01 PM,28.953,8611.2,,,,,
396,11/21/21 02:32:31 PM,28.953,8611.2,,,,,
397,11/21/21 02:33:01 PM,29.053,8611.2,,,,,
398,11/21/21 02:33:31 PM,29.152,8611.2,,,,,
399,11/21/21 02:34:01 PM,29.152,8611.2,,,,,
400,11/21/21 02:34:31 PM,29.252,8611.2,,,,,
401,11/21/21 02:35:01 PM,29.352,9300.1,,,,,
402,11/21/21 02:35:31 PM,29.352,9300.1,,,,,
403,11/21/21 02:36:01 PM,29.452,9300.1,,,,,
404,11/21/21 02:36:31 PM,29.452,9300.1,,,,,
405,11/21/21 02:37:01 PM,29.552,9300.1,,,,,
406,11/21/21 02:37:31 PM,29.552,9300.1,,,,,
407,11/21/21 02:38:01 PM,29.652,4305.6,,,,,
408,11/21/21 02:38:31 PM,29.953,21355.7,,,,,
409,11/21/21 02:39:01 PM,29.652,5166.7,,,,,
410,11/21/21 02:39:31 PM,29.652,17911.2,,,,,
411,11/21/21 02:40:01 PM,29.452,1808.3,,,,,
412,11/21/21 02:40:31 PM,29.452,1636.1,,,,,
413,11/21/21 02:41:01 PM,29.352,731.9,,,,,
414,11/21/21 02:41:31 PM,29.452,19977.9,,,,,
415,11/21/21 02:42:01 PM,29.352,1463.9,,,,,
416,11/21/21 02:42:31 PM,29.252,3788.9,,,,,
417,11/21/21 02:43:01 PM,29.152,0.0,,,,,
418,11/21/21 02:43:31 PM,29.152,0.0,,,,,
419,11/21/21 02:44:01 PM,29.053,0.0,,,,,
420,11/21/21 02:44:31 PM,29.053,0.0,,,,,
421,11/21/21 02:45:01 PM,29.053,0.0,,,,,
422,11/21/21 02:45:31 PM,28.953,0.0,,,,,
423,11/21/21 02:46:01 PM,28.953,0.0,,,,,
424,11/21/21 02:46:31 PM,28.853,0.0,,,,,
425,11/21/21 02:47:01 PM,28.754,21.5,,,,,
426,11/21/21 02:47:31 PM,28.754,53.8,,,,,
427,11/21/21 02:48:01 PM,28.456,53.8,,,,,
428,11/21/21 02:48:31 PM,28.159,53.8,,,,,
429,11/21/21 02:49:01 PM,27.764,53.8,,,,,
430,11/21/21 02:49:31 PM,27.665,10.8,,,,,
431,11/21/21 02:49:34 PM,,,,Logged,Logged,,
432,11/21/21 02:49:40 PM,,,,,,Logged,Logged
