"Plot Title: 2021_11_21_a"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20277816, SEN S/N: 20277816)","Intensity, Lux (LGR S/N: 20277816, SEN S/N: 20277816)","Coupler Detached (LGR S/N: 20277816)","Host Connected (LGR S/N: 20277816)","Coupler Attached (LGR S/N: 20277816)","Stopped (LGR S/N: 20277816)","End Of File (LGR S/N: 20277816)"
67,11/21/21 11:46:56 AM,36.187,3961.1,,,,,
68,11/21/21 11:47:26 AM,36.187,3788.9,,,,,
69,11/21/21 11:47:56 AM,36.079,3961.1,,,,,
70,11/21/21 11:48:26 AM,36.079,3961.1,,,,,
71,11/21/21 11:48:56 AM,36.187,3961.1,,,,,
72,11/21/21 11:49:26 AM,36.187,3961.1,,,,,
73,11/21/21 11:49:56 AM,36.187,3961.1,,,,,
74,11/21/21 11:50:26 AM,36.187,110223.0,,,,,
75,11/21/21 11:50:56 AM,34.268,33066.9,,,,,
76,11/21/21 11:51:26 AM,32.911,7577.8,,,,,
77,11/21/21 11:51:56 AM,31.983,6200.0,,,,,
78,11/21/21 11:52:26 AM,31.268,6200.0,,,,,
79,11/21/21 11:52:56 AM,30.659,5511.1,,,,,
80,11/21/21 11:53:26 AM,30.054,2411.1,,,,,
81,11/21/21 11:53:56 AM,29.652,5166.7,,,,,
82,11/21/21 11:54:26 AM,29.152,409.0,,,,,
83,11/21/21 11:54:56 AM,28.754,2066.7,,,,,
84,11/21/21 11:55:26 AM,28.555,1291.7,,,,,
85,11/21/21 11:55:56 AM,28.456,5511.1,,,,,
86,11/21/21 11:56:26 AM,28.258,5166.7,,,,,
87,11/21/21 11:56:56 AM,28.258,5166.7,,,,,
88,11/21/21 11:57:26 AM,28.159,5166.7,,,,,
89,11/21/21 11:57:56 AM,28.159,5338.9,,,,,
90,11/21/21 11:58:26 AM,28.060,4305.6,,,,,
91,11/21/21 11:58:56 AM,28.060,5338.9,,,,,
92,11/21/21 11:59:26 AM,28.060,6200.0,,,,,
93,11/21/21 11:59:56 AM,28.060,5511.1,,,,,
94,11/21/21 12:00:26 PM,28.060,3788.9,,,,,
95,11/21/21 12:00:56 PM,27.961,1205.6,,,,,
96,11/21/21 12:01:26 PM,27.862,1550.0,,,,,
97,11/21/21 12:01:56 PM,27.961,4650.0,,,,,
98,11/21/21 12:02:26 PM,27.961,8266.7,,,,,
99,11/21/21 12:02:56 PM,27.961,5338.9,,,,,
100,11/21/21 12:03:26 PM,27.961,5166.7,,,,,
101,11/21/21 12:03:56 PM,27.961,5166.7,,,,,
102,11/21/21 12:04:26 PM,27.961,6200.0,,,,,
103,11/21/21 12:04:56 PM,28.060,6544.5,,,,,
104,11/21/21 12:05:26 PM,28.060,3788.9,,,,,
105,11/21/21 12:05:56 PM,28.060,6200.0,,,,,
106,11/21/21 12:06:26 PM,28.060,6200.0,,,,,
107,11/21/21 12:06:56 PM,28.060,8266.7,,,,,
108,11/21/21 12:07:26 PM,28.060,6200.0,,,,,
109,11/21/21 12:07:56 PM,28.159,6200.0,,,,,
110,11/21/21 12:08:26 PM,28.159,5166.7,,,,,
111,11/21/21 12:08:56 PM,28.159,6200.0,,,,,
112,11/21/21 12:09:26 PM,28.159,6200.0,,,,,
113,11/21/21 12:09:56 PM,28.159,5166.7,,,,,
114,11/21/21 12:10:26 PM,28.159,7233.4,,,,,
115,11/21/21 12:10:56 PM,28.258,6200.0,,,,,
116,11/21/21 12:11:26 PM,28.258,6544.5,,,,,
117,11/21/21 12:11:56 PM,28.258,5166.7,,,,,
118,11/21/21 12:12:26 PM,28.258,5511.1,,,,,
119,11/21/21 12:12:56 PM,28.258,7233.4,,,,,
120,11/21/21 12:13:26 PM,28.258,6200.0,,,,,
121,11/21/21 12:13:56 PM,28.258,5511.1,,,,,
122,11/21/21 12:14:26 PM,28.258,7233.4,,,,,
123,11/21/21 12:14:56 PM,28.258,6544.5,,,,,
124,11/21/21 12:15:26 PM,28.258,6544.5,,,,,
125,11/21/21 12:15:56 PM,28.258,6200.0,,,,,
126,11/21/21 12:16:26 PM,28.258,6544.5,,,,,
127,11/21/21 12:16:56 PM,28.258,4994.5,,,,,
128,11/21/21 12:17:26 PM,28.258,4994.5,,,,,
129,11/21/21 12:17:56 PM,28.258,6200.0,,,,,
130,11/21/21 12:18:26 PM,28.258,5166.7,,,,,
131,11/21/21 12:18:56 PM,28.060,344.4,,,,,
132,11/21/21 12:19:26 PM,27.961,0.0,,,,,
133,11/21/21 12:19:56 PM,27.961,0.0,,,,,
134,11/21/21 12:20:26 PM,27.862,0.0,,,,,
135,11/21/21 12:20:56 PM,27.862,0.0,,,,,
136,11/21/21 12:21:26 PM,27.764,0.0,,,,,
137,11/21/21 12:21:56 PM,27.764,0.0,,,,,
138,11/21/21 12:22:26 PM,27.764,0.0,,,,,
139,11/21/21 12:22:56 PM,27.665,0.0,,,,,
140,11/21/21 12:23:26 PM,27.665,0.0,,,,,
141,11/21/21 12:23:56 PM,27.665,0.0,,,,,
142,11/21/21 12:24:26 PM,27.665,0.0,,,,,
143,11/21/21 12:24:56 PM,27.665,0.0,,,,,
144,11/21/21 12:25:26 PM,27.665,0.0,,,,,
145,11/21/21 12:25:56 PM,27.665,0.0,,,,,
146,11/21/21 12:26:26 PM,27.665,0.0,,,,,
147,11/21/21 12:26:56 PM,27.665,0.0,,,,,
148,11/21/21 12:27:26 PM,27.665,0.0,,,,,
149,11/21/21 12:27:56 PM,27.665,0.0,,,,,
150,11/21/21 12:28:26 PM,27.665,0.0,,,,,
151,11/21/21 12:28:56 PM,27.665,0.0,,,,,
152,11/21/21 12:29:26 PM,27.665,0.0,,,,,
153,11/21/21 12:29:56 PM,27.665,0.0,,,,,
154,11/21/21 12:30:26 PM,27.665,0.0,,,,,
155,11/21/21 12:30:56 PM,27.665,0.0,,,,,
156,11/21/21 12:31:26 PM,27.665,0.0,,,,,
157,11/21/21 12:31:56 PM,27.665,0.0,,,,,
158,11/21/21 12:32:26 PM,27.665,0.0,,,,,
159,11/21/21 12:32:56 PM,27.665,0.0,,,,,
160,11/21/21 12:33:26 PM,27.665,0.0,,,,,
161,11/21/21 12:33:56 PM,27.665,0.0,,,,,
162,11/21/21 12:34:26 PM,27.665,0.0,,,,,
163,11/21/21 12:34:56 PM,27.665,0.0,,,,,
164,11/21/21 12:35:26 PM,27.665,0.0,,,,,
165,11/21/21 12:35:56 PM,27.665,0.0,,,,,
166,11/21/21 12:36:26 PM,27.665,5166.7,,,,,
167,11/21/21 12:36:56 PM,28.060,5511.1,,,,,
168,11/21/21 12:37:26 PM,27.961,3100.0,,,,,
169,11/21/21 12:37:56 PM,27.961,2325.0,,,,,
170,11/21/21 12:38:26 PM,27.862,3100.0,,,,,
171,11/21/21 12:38:56 PM,27.862,4994.5,,,,,
172,11/21/21 12:39:26 PM,27.961,3616.7,,,,,
173,11/21/21 12:39:56 PM,27.961,2497.2,,,,,
174,11/21/21 12:40:26 PM,28.258,5511.1,,,,,
175,11/21/21 12:40:56 PM,28.258,6200.0,,,,,
176,11/21/21 12:41:26 PM,28.258,2583.4,,,,,
177,11/21/21 12:41:56 PM,28.258,5166.7,,,,,
178,11/21/21 12:42:26 PM,28.060,2497.2,,,,,
179,11/21/21 12:42:56 PM,28.258,5166.7,,,,,
180,11/21/21 12:43:26 PM,28.357,6200.0,,,,,
181,11/21/21 12:43:56 PM,28.357,6200.0,,,,,
182,11/21/21 12:44:26 PM,28.357,4305.6,,,,,
183,11/21/21 12:44:56 PM,28.456,7233.4,,,,,
184,11/21/21 12:45:26 PM,28.555,7233.4,,,,,
185,11/21/21 12:45:56 PM,28.555,6544.5,,,,,
186,11/21/21 12:46:26 PM,28.456,2238.9,,,,,
187,11/21/21 12:46:56 PM,28.357,2152.8,,,,,
188,11/21/21 12:47:26 PM,28.258,1722.2,,,,,
189,11/21/21 12:47:56 PM,28.258,1980.6,,,,,
190,11/21/21 12:48:26 PM,28.159,2066.7,,,,,
191,11/21/21 12:48:56 PM,28.060,2238.9,,,,,
192,11/21/21 12:49:26 PM,28.159,5511.1,,,,,
193,11/21/21 12:49:56 PM,28.159,3616.7,,,,,
194,11/21/21 12:50:26 PM,28.258,4305.6,,,,,
195,11/21/21 12:50:56 PM,28.357,8266.7,,,,,
196,11/21/21 12:51:26 PM,28.456,7577.8,,,,,
197,11/21/21 12:51:56 PM,28.456,2927.8,,,,,
198,11/21/21 12:52:26 PM,28.357,1980.6,,,,,
199,11/21/21 12:52:56 PM,28.258,1463.9,,,,,
200,11/21/21 12:53:26 PM,28.258,1722.2,,,,,
201,11/21/21 12:53:56 PM,28.159,1550.0,,,,,
202,11/21/21 12:54:26 PM,28.060,1463.9,,,,,
203,11/21/21 12:54:56 PM,28.060,1087.2,,,,,
204,11/21/21 12:55:26 PM,28.060,1463.9,,,,,
205,11/21/21 12:55:56 PM,27.961,1463.9,,,,,
206,11/21/21 12:56:26 PM,27.961,1636.1,,,,,
207,11/21/21 12:56:56 PM,27.961,1636.1,,,,,
208,11/21/21 12:57:26 PM,27.961,1808.3,,,,,
209,11/21/21 12:57:56 PM,27.961,904.2,,,,,
210,11/21/21 12:58:26 PM,27.862,21.5,,,,,
211,11/21/21 12:58:56 PM,27.862,53.8,,,,,
212,11/21/21 12:59:26 PM,27.764,43.1,,,,,
213,11/21/21 12:59:56 PM,27.764,43.1,,,,,
214,11/21/21 01:00:26 PM,27.665,43.1,,,,,
215,11/21/21 01:00:56 PM,27.665,43.1,,,,,
216,11/21/21 01:01:26 PM,27.665,43.1,,,,,
217,11/21/21 01:01:56 PM,27.665,43.1,,,,,
218,11/21/21 01:02:26 PM,27.665,10.8,,,,,
219,11/21/21 01:02:56 PM,27.665,0.0,,,,,
220,11/21/21 01:03:26 PM,27.665,0.0,,,,,
221,11/21/21 01:03:56 PM,27.665,0.0,,,,,
222,11/21/21 01:04:26 PM,27.567,0.0,,,,,
223,11/21/21 01:04:56 PM,27.567,0.0,,,,,
224,11/21/21 01:05:26 PM,27.567,0.0,,,,,
225,11/21/21 01:05:56 PM,27.567,0.0,,,,,
226,11/21/21 01:06:26 PM,27.567,0.0,,,,,
227,11/21/21 01:06:56 PM,27.567,0.0,,,,,
228,11/21/21 01:07:26 PM,27.567,0.0,,,,,
229,11/21/21 01:07:56 PM,27.567,0.0,,,,,
230,11/21/21 01:08:26 PM,27.567,0.0,,,,,
231,11/21/21 01:08:56 PM,27.567,0.0,,,,,
232,11/21/21 01:09:26 PM,27.567,0.0,,,,,
233,11/21/21 01:09:56 PM,27.567,0.0,,,,,
234,11/21/21 01:10:26 PM,27.567,0.0,,,,,
235,11/21/21 01:10:56 PM,27.567,0.0,,,,,
236,11/21/21 01:11:26 PM,27.567,0.0,,,,,
237,11/21/21 01:11:56 PM,27.567,0.0,,,,,
238,11/21/21 01:12:26 PM,27.567,0.0,,,,,
239,11/21/21 01:12:56 PM,27.567,0.0,,,,,
240,11/21/21 01:13:26 PM,27.567,0.0,,,,,
241,11/21/21 01:13:56 PM,27.567,0.0,,,,,
242,11/21/21 01:14:26 PM,27.567,0.0,,,,,
243,11/21/21 01:14:56 PM,27.567,0.0,,,,,
244,11/21/21 01:15:26 PM,27.567,0.0,,,,,
245,11/21/21 01:15:56 PM,27.567,0.0,,,,,
246,11/21/21 01:16:26 PM,27.567,0.0,,,,,
247,11/21/21 01:16:56 PM,27.665,5166.7,,,,,
248,11/21/21 01:17:26 PM,27.961,7233.4,,,,,
249,11/21/21 01:17:56 PM,28.060,11022.3,,,,,
250,11/21/21 01:18:26 PM,28.060,5166.7,,,,,
251,11/21/21 01:18:56 PM,28.060,15844.5,,,,,
252,11/21/21 01:19:26 PM,28.159,1377.8,,,,,
253,11/21/21 01:19:56 PM,28.258,3616.7,,,,,
254,11/21/21 01:20:26 PM,28.456,3788.9,,,,,
255,11/21/21 01:20:56 PM,28.456,3100.0,,,,,
256,11/21/21 01:21:26 PM,28.456,1280.9,,,,,
257,11/21/21 01:21:56 PM,28.456,3272.2,,,,,
258,11/21/21 01:22:26 PM,28.555,3272.2,,,,,
259,11/21/21 01:22:56 PM,28.456,1980.6,,,,,
260,11/21/21 01:23:26 PM,28.555,2927.8,,,,,
261,11/21/21 01:23:56 PM,28.555,2755.6,,,,,
262,11/21/21 01:24:26 PM,28.258,979.5,,,,,
263,11/21/21 01:24:56 PM,28.159,1033.3,,,,,
264,11/21/21 01:25:26 PM,28.060,1463.9,,,,,
265,11/21/21 01:25:56 PM,28.060,1636.1,,,,,
266,11/21/21 01:26:26 PM,28.357,3272.2,,,,,
267,11/21/21 01:26:56 PM,28.456,3616.7,,,,,
268,11/21/21 01:27:26 PM,28.456,3788.9,,,,,
269,11/21/21 01:27:56 PM,28.555,3616.7,,,,,
270,11/21/21 01:28:26 PM,28.655,3616.7,,,,,
271,11/21/21 01:28:56 PM,28.555,796.5,,,,,
272,11/21/21 01:29:26 PM,28.655,3788.9,,,,,
273,11/21/21 01:29:56 PM,28.754,3616.7,,,,,
274,11/21/21 01:30:26 PM,28.655,1980.6,,,,,
275,11/21/21 01:30:56 PM,28.754,3444.5,,,,,
276,11/21/21 01:31:26 PM,28.754,3961.1,,,,,
277,11/21/21 01:31:56 PM,28.853,3961.1,,,,,
278,11/21/21 01:32:26 PM,28.853,3788.9,,,,,
279,11/21/21 01:32:56 PM,28.853,3100.0,,,,,
280,11/21/21 01:33:26 PM,28.853,3272.2,,,,,
281,11/21/21 01:33:56 PM,28.853,3100.0,,,,,
282,11/21/21 01:34:26 PM,28.853,4133.4,,,,,
283,11/21/21 01:34:56 PM,28.853,3272.2,,,,,
284,11/21/21 01:35:26 PM,28.853,3788.9,,,,,
285,11/21/21 01:35:56 PM,28.853,4305.6,,,,,
286,11/21/21 01:36:26 PM,28.853,4650.0,,,,,
287,11/21/21 01:36:56 PM,28.456,43.1,,,,,
288,11/21/21 01:37:26 PM,28.258,0.0,,,,,
289,11/21/21 01:37:56 PM,28.159,0.0,,,,,
290,11/21/21 01:38:26 PM,28.060,0.0,,,,,
291,11/21/21 01:38:56 PM,27.961,0.0,,,,,
292,11/21/21 01:39:26 PM,27.961,0.0,,,,,
293,11/21/21 01:39:56 PM,27.862,0.0,,,,,
294,11/21/21 01:40:26 PM,27.862,0.0,,,,,
295,11/21/21 01:40:56 PM,27.862,0.0,,,,,
296,11/21/21 01:41:26 PM,27.764,0.0,,,,,
297,11/21/21 01:41:56 PM,27.764,0.0,,,,,
298,11/21/21 01:42:26 PM,27.764,0.0,,,,,
299,11/21/21 01:42:56 PM,27.764,0.0,,,,,
300,11/21/21 01:43:26 PM,27.764,0.0,,,,,
301,11/21/21 01:43:56 PM,27.665,0.0,,,,,
302,11/21/21 01:44:26 PM,27.665,0.0,,,,,
303,11/21/21 01:44:56 PM,27.665,0.0,,,,,
304,11/21/21 01:45:26 PM,27.665,0.0,,,,,
305,11/21/21 01:45:56 PM,27.665,0.0,,,,,
306,11/21/21 01:46:26 PM,27.665,0.0,,,,,
307,11/21/21 01:46:56 PM,27.665,0.0,,,,,
308,11/21/21 01:47:26 PM,27.665,0.0,,,,,
309,11/21/21 01:47:56 PM,27.665,0.0,,,,,
310,11/21/21 01:48:26 PM,27.665,0.0,,,,,
311,11/21/21 01:48:56 PM,27.665,0.0,,,,,
312,11/21/21 01:49:26 PM,27.665,0.0,,,,,
313,11/21/21 01:49:56 PM,27.665,0.0,,,,,
314,11/21/21 01:50:26 PM,27.764,3961.1,,,,,
315,11/21/21 01:50:56 PM,28.456,5166.7,,,,,
316,11/21/21 01:51:26 PM,28.060,2066.7,,,,,
317,11/21/21 01:51:56 PM,28.060,4305.6,,,,,
318,11/21/21 01:52:26 PM,28.060,1636.1,,,,,
319,11/21/21 01:52:56 PM,28.060,2927.8,,,,,
320,11/21/21 01:53:26 PM,28.060,2583.4,,,,,
321,11/21/21 01:53:56 PM,28.060,5338.9,,,,,
322,11/21/21 01:54:26 PM,28.159,5166.7,,,,,
323,11/21/21 01:54:56 PM,28.258,4822.3,,,,,
324,11/21/21 01:55:26 PM,28.357,26178.0,,,,,
325,11/21/21 01:55:56 PM,28.456,18600.1,,,,,
326,11/21/21 01:56:26 PM,28.456,10333.4,,,,,
327,11/21/21 01:56:56 PM,28.555,26178.0,,,,,
328,11/21/21 01:57:26 PM,28.555,6200.0,,,,,
329,11/21/21 01:57:56 PM,28.456,17222.3,,,,,
330,11/21/21 01:58:26 PM,28.456,9300.1,,,,,
331,11/21/21 01:58:56 PM,28.456,4133.4,,,,,
332,11/21/21 01:59:26 PM,28.456,5511.1,,,,,
333,11/21/21 01:59:56 PM,28.456,5166.7,,,,,
334,11/21/21 02:00:26 PM,28.456,5166.7,,,,,
335,11/21/21 02:00:56 PM,28.456,3272.2,,,,,
336,11/21/21 02:01:26 PM,28.456,3444.5,,,,,
337,11/21/21 02:01:56 PM,28.357,6200.0,,,,,
338,11/21/21 02:02:26 PM,28.754,9300.1,,,,,
339,11/21/21 02:02:56 PM,28.555,5166.7,,,,,
340,11/21/21 02:03:26 PM,28.456,21355.7,,,,,
341,11/21/21 02:03:56 PM,28.555,44089.2,,,,,
342,11/21/21 02:04:26 PM,28.456,66133.8,,,,,
343,11/21/21 02:04:56 PM,28.555,21355.7,,,,,
344,11/21/21 02:05:26 PM,28.555,35822.5,,,,,
345,11/21/21 02:05:56 PM,28.655,6200.0,,,,,
346,11/21/21 02:06:26 PM,28.655,10333.4,,,,,
347,11/21/21 02:06:56 PM,28.655,34444.7,,,,,
348,11/21/21 02:07:26 PM,28.655,30311.3,,,,,
349,11/21/21 02:07:56 PM,28.655,26178.0,,,,,
350,11/21/21 02:08:26 PM,28.655,37200.2,,,,,
351,11/21/21 02:08:56 PM,28.555,35822.5,,,,,
352,11/21/21 02:09:26 PM,28.655,27555.7,,,,,
353,11/21/21 02:09:56 PM,28.655,46844.8,,,,,
354,11/21/21 02:10:26 PM,28.754,57867.0,,,,,
355,11/21/21 02:10:56 PM,28.853,33066.9,,,,,
356,11/21/21 02:11:26 PM,28.853,41333.6,,,,,
357,11/21/21 02:11:56 PM,28.853,49600.3,,,,,
358,11/21/21 02:12:26 PM,28.853,35822.5,,,,,
359,11/21/21 02:12:56 PM,28.953,35822.5,,,,,
360,11/21/21 02:13:26 PM,28.953,33066.9,,,,,
361,11/21/21 02:13:56 PM,28.953,27555.7,,,,,
362,11/21/21 02:14:26 PM,28.953,26178.0,,,,,
363,11/21/21 02:14:56 PM,28.853,5166.7,,,,,
364,11/21/21 02:15:26 PM,28.655,0.0,,,,,
365,11/21/21 02:15:56 PM,28.456,0.0,,,,,
366,11/21/21 02:16:26 PM,28.258,0.0,,,,,
367,11/21/21 02:16:56 PM,28.159,0.0,,,,,
368,11/21/21 02:17:26 PM,28.060,0.0,,,,,
369,11/21/21 02:17:56 PM,27.961,0.0,,,,,
370,11/21/21 02:18:26 PM,27.862,0.0,,,,,
371,11/21/21 02:18:56 PM,27.862,0.0,,,,,
372,11/21/21 02:19:26 PM,27.764,0.0,,,,,
373,11/21/21 02:19:56 PM,27.764,0.0,,,,,
374,11/21/21 02:20:26 PM,27.764,0.0,,,,,
375,11/21/21 02:20:56 PM,27.665,0.0,,,,,
376,11/21/21 02:21:26 PM,27.665,0.0,,,,,
377,11/21/21 02:21:56 PM,27.665,0.0,,,,,
378,11/21/21 02:22:26 PM,27.665,0.0,,,,,
379,11/21/21 02:22:56 PM,27.665,0.0,,,,,
380,11/21/21 02:23:26 PM,27.862,3788.9,,,,,
381,11/21/21 02:23:56 PM,27.961,4650.0,,,,,
382,11/21/21 02:24:26 PM,28.357,8266.7,,,,,
383,11/21/21 02:24:56 PM,28.456,6544.5,,,,,
384,11/21/21 02:25:26 PM,28.655,26178.0,,,,,
385,11/21/21 02:25:56 PM,28.853,3444.5,,,,,
386,11/21/21 02:26:26 PM,28.456,3272.2,,,,,
387,11/21/21 02:26:56 PM,28.555,13777.9,,,,,
388,11/21/21 02:27:26 PM,28.555,7233.4,,,,,
389,11/21/21 02:27:56 PM,28.258,2152.8,,,,,
390,11/21/21 02:28:26 PM,28.258,2152.8,,,,,
391,11/21/21 02:28:56 PM,28.258,2066.7,,,,,
392,11/21/21 02:29:26 PM,28.258,3961.1,,,,,
393,11/21/21 02:29:56 PM,28.258,3788.9,,,,,
394,11/21/21 02:30:26 PM,28.258,3616.7,,,,,
395,11/21/21 02:30:56 PM,28.258,3616.7,,,,,
396,11/21/21 02:31:26 PM,28.258,3788.9,,,,,
397,11/21/21 02:31:56 PM,28.258,3961.1,,,,,
398,11/21/21 02:32:26 PM,28.258,4133.4,,,,,
399,11/21/21 02:32:56 PM,28.159,4133.4,,,,,
400,11/21/21 02:33:26 PM,28.159,4305.6,,,,,
401,11/21/21 02:33:56 PM,28.258,4305.6,,,,,
402,11/21/21 02:34:26 PM,28.159,4305.6,,,,,
403,11/21/21 02:34:56 PM,28.258,4477.8,,,,,
404,11/21/21 02:35:26 PM,28.258,4477.8,,,,,
405,11/21/21 02:35:56 PM,28.258,4477.8,,,,,
406,11/21/21 02:36:26 PM,28.258,4477.8,,,,,
407,11/21/21 02:36:56 PM,28.357,4650.0,,,,,
408,11/21/21 02:37:26 PM,28.357,4650.0,,,,,
409,11/21/21 02:37:56 PM,28.456,5166.7,,,,,
410,11/21/21 02:38:26 PM,28.655,6544.5,,,,,
411,11/21/21 02:38:56 PM,28.655,4822.3,,,,,
412,11/21/21 02:39:26 PM,28.853,3616.7,,,,,
413,11/21/21 02:39:56 PM,28.853,1076.4,,,,,
414,11/21/21 02:40:26 PM,28.853,2152.8,,,,,
415,11/21/21 02:40:56 PM,28.953,1980.6,,,,,
416,11/21/21 02:41:26 PM,28.953,2669.5,,,,,
417,11/21/21 02:41:56 PM,29.053,624.3,,,,,
418,11/21/21 02:42:26 PM,29.053,516.7,,,,,
419,11/21/21 02:42:56 PM,29.053,0.0,,,,,
420,11/21/21 02:43:26 PM,29.053,0.0,,,,,
421,11/21/21 02:43:56 PM,29.053,0.0,,,,,
422,11/21/21 02:44:26 PM,29.053,0.0,,,,,
423,11/21/21 02:44:56 PM,29.053,0.0,,,,,
424,11/21/21 02:45:26 PM,28.953,0.0,,,,,
425,11/21/21 02:45:56 PM,28.953,0.0,,,,,
426,11/21/21 02:46:26 PM,28.953,0.0,,,,,
427,11/21/21 02:46:56 PM,28.853,21.5,,,,,
428,11/21/21 02:47:26 PM,28.655,43.1,,,,,
429,11/21/21 02:47:56 PM,28.258,43.1,,,,,
430,11/21/21 02:48:26 PM,27.961,43.1,,,,,
431,11/21/21 02:48:51 PM,,,,Logged,,,
432,11/21/21 02:48:52 PM,,,,,Logged,,
433,11/21/21 02:48:56 PM,27.665,0.0,,,,,
434,11/21/21 02:49:12 PM,,,,,,Logged,Logged
