"Plot Title: 2021_11_17_b"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 10834020, SEN S/N: 10834020, LBL: <C6>)","Intensity, Lux (LGR S/N: 10834020, SEN S/N: 10834020)","Coupler Detached (LGR S/N: 10834020)","Coupler Attached (LGR S/N: 10834020)","Host Connected (LGR S/N: 10834020)","Stopped (LGR S/N: 10834020)","End Of File (LGR S/N: 10834020)"
251,11/17/21 12:27:45 PM,28.953,10677.8,,,,,
252,11/17/21 12:28:15 PM,29.053,6544.5,,,,,
253,11/17/21 12:28:45 PM,29.053,7577.8,,,,,
254,11/17/21 12:29:15 PM,29.053,7233.4,,,,,
255,11/17/21 12:29:45 PM,29.053,8266.7,,,,,
256,11/17/21 12:30:15 PM,29.053,9644.5,,,,,
257,11/17/21 12:30:45 PM,29.152,6200.0,,,,,
258,11/17/21 12:31:15 PM,29.152,6544.5,,,,,
259,11/17/21 12:31:45 PM,29.152,7577.8,,,,,
260,11/17/21 12:32:15 PM,29.152,8266.7,,,,,
261,11/17/21 12:32:45 PM,29.252,12400.1,,,,,
262,11/17/21 12:33:15 PM,29.252,9300.1,,,,,
263,11/17/21 12:33:45 PM,29.252,9300.1,,,,,
264,11/17/21 12:34:15 PM,29.252,8611.2,,,,,
265,11/17/21 12:34:45 PM,29.252,4994.5,,,,,
266,11/17/21 12:35:15 PM,29.053,925.7,,,,,
267,11/17/21 12:35:45 PM,28.853,32.3,,,,,
268,11/17/21 12:36:15 PM,28.655,21.5,,,,,
269,11/17/21 12:36:45 PM,28.555,21.5,,,,,
270,11/17/21 12:37:15 PM,28.357,0.0,,,,,
271,11/17/21 12:37:45 PM,28.357,0.0,,,,,
272,11/17/21 12:38:15 PM,28.258,0.0,,,,,
273,11/17/21 12:38:45 PM,28.159,0.0,,,,,
274,11/17/21 12:39:15 PM,28.159,0.0,,,,,
275,11/17/21 12:39:45 PM,28.060,0.0,,,,,
276,11/17/21 12:40:15 PM,28.060,0.0,,,,,
277,11/17/21 12:40:45 PM,28.060,0.0,,,,,
278,11/17/21 12:41:15 PM,28.060,0.0,,,,,
279,11/17/21 12:41:45 PM,28.060,0.0,,,,,
280,11/17/21 12:42:15 PM,27.961,0.0,,,,,
281,11/17/21 12:42:45 PM,27.961,0.0,,,,,
282,11/17/21 12:43:15 PM,27.961,0.0,,,,,
283,11/17/21 12:43:45 PM,27.961,0.0,,,,,
284,11/17/21 12:44:15 PM,28.060,5166.7,,,,,
285,11/17/21 12:44:45 PM,28.258,236.8,,,,,
286,11/17/21 12:45:15 PM,28.258,258.3,,,,,
287,11/17/21 12:45:45 PM,28.258,247.6,,,,,
288,11/17/21 12:46:15 PM,28.258,183.0,,,,,
289,11/17/21 12:46:45 PM,28.258,279.9,,,,,
290,11/17/21 12:47:15 PM,28.357,290.6,,,,,
291,11/17/21 12:47:45 PM,28.357,301.4,,,,,
292,11/17/21 12:48:15 PM,28.357,322.9,,,,,
293,11/17/21 12:48:45 PM,28.357,258.3,,,,,
294,11/17/21 12:49:15 PM,28.357,236.8,,,,,
295,11/17/21 12:49:45 PM,28.357,290.6,,,,,
296,11/17/21 12:50:15 PM,28.357,269.1,,,,,
297,11/17/21 12:50:45 PM,28.357,269.1,,,,,
298,11/17/21 12:51:15 PM,28.357,269.1,,,,,
299,11/17/21 12:51:45 PM,28.357,290.6,,,,,
300,11/17/21 12:52:15 PM,28.357,290.6,,,,,
301,11/17/21 12:52:45 PM,28.357,269.1,,,,,
302,11/17/21 12:53:15 PM,28.357,279.9,,,,,
303,11/17/21 12:53:45 PM,28.357,204.5,,,,,
304,11/17/21 12:54:15 PM,28.357,118.4,,,,,
305,11/17/21 12:54:45 PM,28.456,6544.5,,,,,
306,11/17/21 12:55:15 PM,28.555,4133.4,,,,,
307,11/17/21 12:55:45 PM,28.953,4477.8,,,,,
308,11/17/21 12:56:15 PM,28.853,4994.5,,,,,
309,11/17/21 12:56:45 PM,28.853,3272.2,,,,,
310,11/17/21 12:57:15 PM,28.655,430.6,,,,,
311,11/17/21 12:57:45 PM,28.357,6544.5,,,,,
312,11/17/21 12:58:15 PM,28.258,7577.8,,,,,
313,11/17/21 12:58:45 PM,28.258,7577.8,,,,,
314,11/17/21 12:59:15 PM,28.159,7577.8,,,,,
315,11/17/21 12:59:45 PM,28.159,7577.8,,,,,
316,11/17/21 01:00:15 PM,28.159,7577.8,,,,,
317,11/17/21 01:00:45 PM,28.159,7577.8,,,,,
318,11/17/21 01:01:15 PM,28.258,8266.7,,,,,
319,11/17/21 01:01:45 PM,28.258,7233.4,,,,,
320,11/17/21 01:02:15 PM,28.555,33066.9,,,,,
321,11/17/21 01:02:45 PM,28.754,19289.0,,,,,
322,11/17/21 01:03:15 PM,28.853,4650.0,,,,,
323,11/17/21 01:03:45 PM,28.853,4650.0,,,,,
324,11/17/21 01:04:15 PM,28.754,2325.0,,,,,
325,11/17/21 01:04:45 PM,28.555,3616.7,,,,,
326,11/17/21 01:05:15 PM,28.456,5338.9,,,,,
327,11/17/21 01:05:45 PM,28.456,4133.4,,,,,
328,11/17/21 01:06:15 PM,28.258,2927.8,,,,,
329,11/17/21 01:06:45 PM,28.060,7233.4,,,,,
330,11/17/21 01:07:15 PM,28.060,8266.7,,,,,
331,11/17/21 01:07:45 PM,28.060,5166.7,,,,,
332,11/17/21 01:08:15 PM,27.961,8611.2,,,,,
333,11/17/21 01:08:45 PM,27.961,8611.2,,,,,
334,11/17/21 01:09:15 PM,27.961,8266.7,,,,,
335,11/17/21 01:09:45 PM,27.961,8266.7,,,,,
336,11/17/21 01:10:15 PM,28.060,7233.4,,,,,
337,11/17/21 01:10:45 PM,28.060,7233.4,,,,,
338,11/17/21 01:11:15 PM,27.961,6200.0,,,,,
339,11/17/21 01:11:45 PM,28.060,8266.7,,,,,
340,11/17/21 01:12:15 PM,28.060,8266.7,,,,,
341,11/17/21 01:12:45 PM,28.159,8266.7,,,,,
342,11/17/21 01:13:15 PM,28.258,93689.5,,,,,
343,11/17/21 01:13:45 PM,28.456,1808.3,,,,,
344,11/17/21 01:14:15 PM,28.159,1636.1,,,,,
345,11/17/21 01:14:45 PM,27.961,1377.8,,,,,
346,11/17/21 01:15:15 PM,27.961,4305.6,,,,,
347,11/17/21 01:15:45 PM,27.961,4650.0,,,,,
348,11/17/21 01:16:15 PM,27.961,2238.9,,,,,
349,11/17/21 01:16:45 PM,27.961,3961.1,,,,,
350,11/17/21 01:17:15 PM,27.961,5166.7,,,,,
351,11/17/21 01:17:45 PM,27.961,5511.1,,,,,
352,11/17/21 01:18:15 PM,27.961,4994.5,,,,,
353,11/17/21 01:18:45 PM,28.060,5166.7,,,,,
354,11/17/21 01:19:15 PM,28.060,5166.7,,,,,
355,11/17/21 01:19:45 PM,28.159,5166.7,,,,,
356,11/17/21 01:20:15 PM,28.159,5166.7,,,,,
357,11/17/21 01:20:45 PM,28.159,4994.5,,,,,
358,11/17/21 01:21:15 PM,28.258,5166.7,,,,,
359,11/17/21 01:21:45 PM,28.258,4822.3,,,,,
360,11/17/21 01:22:15 PM,28.258,5166.7,,,,,
361,11/17/21 01:22:45 PM,28.258,4994.5,,,,,
362,11/17/21 01:23:15 PM,28.258,4994.5,,,,,
363,11/17/21 01:23:45 PM,28.258,5338.9,,,,,
364,11/17/21 01:24:15 PM,28.258,4822.3,,,,,
365,11/17/21 01:24:45 PM,28.258,4822.3,,,,,
366,11/17/21 01:25:15 PM,28.258,4822.3,,,,,
367,11/17/21 01:25:45 PM,28.258,4822.3,,,,,
368,11/17/21 01:26:15 PM,28.258,4994.5,,,,,
369,11/17/21 01:26:45 PM,28.258,4822.3,,,,,
370,11/17/21 01:27:15 PM,28.258,4994.5,,,,,
371,11/17/21 01:27:45 PM,28.258,4822.3,,,,,
372,11/17/21 01:28:15 PM,28.357,4994.5,,,,,
373,11/17/21 01:28:45 PM,28.357,4994.5,,,,,
374,11/17/21 01:29:15 PM,28.357,4650.0,,,,,
375,11/17/21 01:29:45 PM,28.357,4650.0,,,,,
376,11/17/21 01:30:15 PM,28.357,4822.3,,,,,
377,11/17/21 01:30:45 PM,28.357,4822.3,,,,,
378,11/17/21 01:31:15 PM,28.357,4650.0,,,,,
379,11/17/21 01:31:45 PM,28.357,4305.6,,,,,
380,11/17/21 01:32:15 PM,28.357,4650.0,,,,,
381,11/17/21 01:32:45 PM,28.357,4650.0,,,,,
382,11/17/21 01:33:15 PM,28.357,4477.8,,,,,
383,11/17/21 01:33:45 PM,28.357,4650.0,,,,,
384,11/17/21 01:34:15 PM,28.357,4650.0,,,,,
385,11/17/21 01:34:45 PM,28.357,4650.0,,,,,
386,11/17/21 01:35:15 PM,28.357,4305.6,,,,,
387,11/17/21 01:35:45 PM,28.456,4133.4,,,,,
388,11/17/21 01:36:15 PM,28.456,4305.6,,,,,
389,11/17/21 01:36:45 PM,28.357,4822.3,,,,,
390,11/17/21 01:37:15 PM,28.357,4477.8,,,,,
391,11/17/21 01:37:45 PM,28.357,4822.3,,,,,
392,11/17/21 01:38:15 PM,28.357,4650.0,,,,,
393,11/17/21 01:38:45 PM,28.357,4305.6,,,,,
394,11/17/21 01:39:15 PM,28.357,4305.6,,,,,
395,11/17/21 01:39:45 PM,28.357,4305.6,,,,,
396,11/17/21 01:40:15 PM,28.357,4305.6,,,,,
397,11/17/21 01:40:45 PM,28.357,4650.0,,,,,
398,11/17/21 01:41:15 PM,28.357,4477.8,,,,,
399,11/17/21 01:41:45 PM,28.357,4133.4,,,,,
400,11/17/21 01:42:15 PM,28.357,4477.8,,,,,
401,11/17/21 01:42:45 PM,28.357,4477.8,,,,,
402,11/17/21 01:43:15 PM,28.357,4477.8,,,,,
403,11/17/21 01:43:45 PM,28.357,4477.8,,,,,
404,11/17/21 01:44:15 PM,28.456,4477.8,,,,,
405,11/17/21 01:44:45 PM,28.357,3272.2,,,,,
406,11/17/21 01:45:15 PM,28.357,3616.7,,,,,
407,11/17/21 01:45:45 PM,28.159,1636.1,,,,,
408,11/17/21 01:46:15 PM,28.060,139.9,,,,,
409,11/17/21 01:46:45 PM,27.961,10.8,,,,,
410,11/17/21 01:47:15 PM,27.862,10.8,,,,,
411,11/17/21 01:47:45 PM,27.764,10.8,,,,,
412,11/17/21 01:48:15 PM,27.764,32.3,,,,,
413,11/17/21 01:48:45 PM,27.665,32.3,,,,,
414,11/17/21 01:49:15 PM,27.567,32.3,,,,,
415,11/17/21 01:49:45 PM,27.567,32.3,,,,,
416,11/17/21 01:50:15 PM,27.567,32.3,,,,,
417,11/17/21 01:50:45 PM,27.567,32.3,,,,,
418,11/17/21 01:51:15 PM,27.468,10.8,,,,,
419,11/17/21 01:51:45 PM,27.468,10.8,,,,,
420,11/17/21 01:52:15 PM,27.468,10.8,,,,,
421,11/17/21 01:52:45 PM,27.468,10.8,,,,,
422,11/17/21 01:53:15 PM,27.468,0.0,,,,,
423,11/17/21 01:53:45 PM,27.468,0.0,,,,,
424,11/17/21 01:54:15 PM,27.468,0.0,,,,,
425,11/17/21 01:54:45 PM,27.468,0.0,,,,,
426,11/17/21 01:55:15 PM,27.468,0.0,,,,,
427,11/17/21 01:55:45 PM,27.468,0.0,,,,,
428,11/17/21 01:56:15 PM,27.665,4133.4,,,,,
429,11/17/21 01:56:45 PM,27.764,3444.5,,,,,
430,11/17/21 01:57:15 PM,27.764,3616.7,,,,,
431,11/17/21 01:57:45 PM,27.665,2411.1,,,,,
432,11/17/21 01:58:15 PM,27.764,4994.5,,,,,
433,11/17/21 01:58:45 PM,27.764,1808.3,,,,,
434,11/17/21 01:59:15 PM,27.764,2325.0,,,,,
435,11/17/21 01:59:45 PM,27.764,4650.0,,,,,
436,11/17/21 02:00:15 PM,27.764,4994.5,,,,,
437,11/17/21 02:00:45 PM,27.862,4822.3,,,,,
438,11/17/21 02:01:15 PM,27.862,4994.5,,,,,
439,11/17/21 02:01:45 PM,27.862,4994.5,,,,,
440,11/17/21 02:02:15 PM,27.961,3788.9,,,,,
441,11/17/21 02:02:45 PM,27.862,4822.3,,,,,
442,11/17/21 02:03:15 PM,27.961,4477.8,,,,,
443,11/17/21 02:03:45 PM,27.862,1463.9,,,,,
