"Plot Title: 2021_11_24"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 10834027, SEN S/N: 10834027, LBL: <F1>)","Intensity, Lux (LGR S/N: 10834027, SEN S/N: 10834027)","Coupler Detached (LGR S/N: 10834027)","Coupler Attached (LGR S/N: 10834027)","Host Connected (LGR S/N: 10834027)","Stopped (LGR S/N: 10834027)","End Of File (LGR S/N: 10834027)"
33,11/24/21 11:02:04 AM,26.097,150.7,,,,,
34,11/24/21 11:02:34 AM,26.097,161.5,,,,,
35,11/24/21 11:03:04 AM,26.097,161.5,,,,,
36,11/24/21 11:03:34 AM,26.097,150.7,,,,,
37,11/24/21 11:04:04 AM,26.000,150.7,,,,,
38,11/24/21 11:04:34 AM,26.000,150.7,,,,,
39,11/24/21 11:05:04 AM,26.000,172.2,,,,,
40,11/24/21 11:05:34 AM,26.000,183.0,,,,,
41,11/24/21 11:06:04 AM,26.000,172.2,,,,,
42,11/24/21 11:06:34 AM,26.000,139.9,,,,,
43,11/24/21 11:07:04 AM,26.000,129.2,,,,,
44,11/24/21 11:07:34 AM,26.000,118.4,,,,,
45,11/24/21 11:08:04 AM,26.000,107.6,,,,,
46,11/24/21 11:08:34 AM,26.000,107.6,,,,,
47,11/24/21 11:09:04 AM,26.000,107.6,,,,,
48,11/24/21 11:09:34 AM,26.000,107.6,,,,,
49,11/24/21 11:10:04 AM,26.000,107.6,,,,,
50,11/24/21 11:10:34 AM,26.000,107.6,,,,,
51,11/24/21 11:11:04 AM,26.000,118.4,,,,,
52,11/24/21 11:11:34 AM,26.000,129.2,,,,,
53,11/24/21 11:12:04 AM,26.000,118.4,,,,,
54,11/24/21 11:12:34 AM,26.000,129.2,,,,,
55,11/24/21 11:13:04 AM,26.000,129.2,,,,,
56,11/24/21 11:13:34 AM,26.000,139.9,,,,,
57,11/24/21 11:14:04 AM,26.000,161.5,,,,,
58,11/24/21 11:14:34 AM,26.000,183.0,,,,,
59,11/24/21 11:15:04 AM,26.000,183.0,,,,,
60,11/24/21 11:15:34 AM,26.000,183.0,,,,,
61,11/24/21 11:16:04 AM,26.000,172.2,,,,,
62,11/24/21 11:16:34 AM,26.000,161.5,,,,,
63,11/24/21 11:17:04 AM,26.000,172.2,,,,,
64,11/24/21 11:17:34 AM,26.000,150.7,,,,,
65,11/24/21 11:18:04 AM,26.000,139.9,,,,,
66,11/24/21 11:18:34 AM,26.000,129.2,,,,,
67,11/24/21 11:19:04 AM,26.000,139.9,,,,,
68,11/24/21 11:19:34 AM,26.000,118.4,,,,,
69,11/24/21 11:20:04 AM,26.000,129.2,,,,,
70,11/24/21 11:20:34 AM,26.000,107.6,,,,,
71,11/24/21 11:21:04 AM,26.000,96.9,,,,,
72,11/24/21 11:21:34 AM,26.000,107.6,,,,,
73,11/24/21 11:22:04 AM,26.000,107.6,,,,,
74,11/24/21 11:22:34 AM,26.000,107.6,,,,,
75,11/24/21 11:23:04 AM,26.000,107.6,,,,,
76,11/24/21 11:23:34 AM,26.000,129.2,,,,,
77,11/24/21 11:24:04 AM,26.000,150.7,,,,,
78,11/24/21 11:24:34 AM,26.000,161.5,,,,,
79,11/24/21 11:25:04 AM,26.000,139.9,,,,,
80,11/24/21 11:25:34 AM,26.000,129.2,,,,,
81,11/24/21 11:26:04 AM,26.000,129.2,,,,,
82,11/24/21 11:26:34 AM,26.000,129.2,,,,,
83,11/24/21 11:27:04 AM,26.000,118.4,,,,,
84,11/24/21 11:27:34 AM,26.000,107.6,,,,,
85,11/24/21 11:28:04 AM,26.000,86.1,,,,,
86,11/24/21 11:28:34 AM,26.000,86.1,,,,,
87,11/24/21 11:29:04 AM,26.000,86.1,,,,,
88,11/24/21 11:29:34 AM,26.000,96.9,,,,,
89,11/24/21 11:30:04 AM,26.000,96.9,,,,,
90,11/24/21 11:30:34 AM,26.000,96.9,,,,,
91,11/24/21 11:31:04 AM,26.000,107.6,,,,,
92,11/24/21 11:31:34 AM,26.000,118.4,,,,,
93,11/24/21 11:32:04 AM,26.097,129.2,,,,,
94,11/24/21 11:32:34 AM,26.097,129.2,,,,,
95,11/24/21 11:33:04 AM,26.097,118.4,,,,,
96,11/24/21 11:33:34 AM,26.097,107.6,,,,,
97,11/24/21 11:34:04 AM,26.097,107.6,,,,,
98,11/24/21 11:34:34 AM,26.097,96.9,,,,,
99,11/24/21 11:35:04 AM,26.097,96.9,,,,,
100,11/24/21 11:35:34 AM,26.097,86.1,,,,,
101,11/24/21 11:36:04 AM,26.097,86.1,,,,,
102,11/24/21 11:36:34 AM,26.097,86.1,,,,,
103,11/24/21 11:37:04 AM,26.097,96.9,,,,,
104,11/24/21 11:37:34 AM,26.097,96.9,,,,,
105,11/24/21 11:38:04 AM,26.097,107.6,,,,,
106,11/24/21 11:38:34 AM,26.097,107.6,,,,,
107,11/24/21 11:39:04 AM,26.097,107.6,,,,,
108,11/24/21 11:39:34 AM,26.097,118.4,,,,,
109,11/24/21 11:40:04 AM,26.097,118.4,,,,,
110,11/24/21 11:40:34 AM,26.097,129.2,,,,,
111,11/24/21 11:41:04 AM,26.097,139.9,,,,,
112,11/24/21 11:41:34 AM,26.097,139.9,,,,,
113,11/24/21 11:42:04 AM,26.097,118.4,,,,,
114,11/24/21 11:42:34 AM,26.097,118.4,,,,,
115,11/24/21 11:43:04 AM,26.097,107.6,,,,,
116,11/24/21 11:43:34 AM,26.097,96.9,,,,,
117,11/24/21 11:44:04 AM,26.097,96.9,,,,,
118,11/24/21 11:44:34 AM,26.097,86.1,,,,,
119,11/24/21 11:45:04 AM,26.195,86.1,,,,,
120,11/24/21 11:45:34 AM,26.195,96.9,,,,,
121,11/24/21 11:46:04 AM,26.195,107.6,,,,,
122,11/24/21 11:46:34 AM,26.195,118.4,,,,,
123,11/24/21 11:47:04 AM,26.195,118.4,,,,,
124,11/24/21 11:47:34 AM,26.195,107.6,,,,,
125,11/24/21 11:48:04 AM,26.195,96.9,,,,,
126,11/24/21 11:48:34 AM,26.195,107.6,,,,,
127,11/24/21 11:49:04 AM,26.195,96.9,,,,,
128,11/24/21 11:49:34 AM,26.195,86.1,,,,,
129,11/24/21 11:50:04 AM,26.195,86.1,,,,,
130,11/24/21 11:50:34 AM,26.195,86.1,,,,,
131,11/24/21 11:51:04 AM,26.195,64.6,,,,,
132,11/24/21 11:51:34 AM,26.195,75.3,,,,,
133,11/24/21 11:52:04 AM,26.195,75.3,,,,,
134,11/24/21 11:52:34 AM,26.195,86.1,,,,,
135,11/24/21 11:53:04 AM,26.195,96.9,,,,,
136,11/24/21 11:53:34 AM,26.195,107.6,,,,,
137,11/24/21 11:54:04 AM,26.195,118.4,,,,,
138,11/24/21 11:54:34 AM,26.292,118.4,,,,,
139,11/24/21 11:55:04 AM,26.292,118.4,,,,,
140,11/24/21 11:55:34 AM,26.292,107.6,,,,,
141,11/24/21 11:56:04 AM,26.292,96.9,,,,,
142,11/24/21 11:56:34 AM,26.292,86.1,,,,,
143,11/24/21 11:57:04 AM,26.292,86.1,,,,,
144,11/24/21 11:57:34 AM,26.292,86.1,,,,,
145,11/24/21 11:58:04 AM,26.292,96.9,,,,,
146,11/24/21 11:58:34 AM,26.292,96.9,,,,,
147,11/24/21 11:59:04 AM,26.292,86.1,,,,,
148,11/24/21 11:59:34 AM,26.292,107.6,,,,,
149,11/24/21 12:00:04 PM,26.292,107.6,,,,,
150,11/24/21 12:00:34 PM,26.292,43.1,,,,,
151,11/24/21 12:01:04 PM,26.292,43.1,,,,,
152,11/24/21 12:01:34 PM,26.292,32.3,,,,,
153,11/24/21 12:02:04 PM,26.292,43.1,,,,,
154,11/24/21 12:02:34 PM,26.292,53.8,,,,,
155,11/24/21 12:03:04 PM,26.292,53.8,,,,,
156,11/24/21 12:03:34 PM,26.292,53.8,,,,,
157,11/24/21 12:04:04 PM,26.292,43.1,,,,,
158,11/24/21 12:04:34 PM,26.292,86.1,,,,,
159,11/24/21 12:05:04 PM,26.292,107.6,,,,,
160,11/24/21 12:05:34 PM,26.292,150.7,,,,,
161,11/24/21 12:06:04 PM,26.390,150.7,,,,,
162,11/24/21 12:06:34 PM,26.390,150.7,,,,,
163,11/24/21 12:07:04 PM,26.390,150.7,,,,,
164,11/24/21 12:07:34 PM,26.390,150.7,,,,,
165,11/24/21 12:08:04 PM,26.390,161.5,,,,,
166,11/24/21 12:08:34 PM,26.390,161.5,,,,,
167,11/24/21 12:09:04 PM,26.390,161.5,,,,,
168,11/24/21 12:09:34 PM,26.390,161.5,,,,,
169,11/24/21 12:10:04 PM,26.390,161.5,,,,,
170,11/24/21 12:10:34 PM,26.390,161.5,,,,,
171,11/24/21 12:11:04 PM,26.390,0.0,,,,,
172,11/24/21 12:11:34 PM,26.488,0.0,,,,,
173,11/24/21 12:12:04 PM,26.488,0.0,,,,,
174,11/24/21 12:12:34 PM,26.488,355.2,,,,,
175,11/24/21 12:13:04 PM,26.488,107.6,,,,,
176,11/24/21 12:13:34 PM,26.488,86.1,,,,,
177,11/24/21 12:14:04 PM,26.488,129.2,,,,,
178,11/24/21 12:14:34 PM,26.390,64.6,,,,,
179,11/24/21 12:15:04 PM,26.390,215.3,,,,,
180,11/24/21 12:15:34 PM,26.390,86.1,,,,,
181,11/24/21 12:16:04 PM,26.390,53.8,,,,,
182,11/24/21 12:16:34 PM,26.390,32.3,,,,,
183,11/24/21 12:17:04 PM,26.390,107.6,,,,,
184,11/24/21 12:17:34 PM,26.390,10.8,,,,,
185,11/24/21 12:18:04 PM,26.585,936.5,,,,,
186,11/24/21 12:18:34 PM,26.781,979.5,,,,,
187,11/24/21 12:19:04 PM,26.977,1065.6,,,,,
188,11/24/21 12:19:34 PM,27.173,1162.5,,,,,
189,11/24/21 12:20:04 PM,27.370,13777.9,,,,,
190,11/24/21 12:20:34 PM,27.862,13777.9,,,,,
191,11/24/21 12:21:04 PM,28.357,19289.0,,,,,
192,11/24/21 12:21:34 PM,28.953,20666.8,,,,,
193,11/24/21 12:22:04 PM,29.452,23422.4,,,,,
194,11/24/21 12:22:34 PM,29.953,23422.4,,,,,
195,11/24/21 12:23:04 PM,30.659,115734.1,,,,,
196,11/24/21 12:23:34 PM,31.676,286579.7,,,,,
197,11/24/21 12:24:04 PM,33.222,27555.7,,,,,
198,11/24/21 12:24:34 PM,33.014,8611.2,,,,,
199,11/24/21 12:25:04 PM,32.600,5166.7,,,,,
200,11/24/21 12:25:34 PM,31.676,4133.4,,,,,
201,11/24/21 12:26:04 PM,30.862,3788.9,,,,,
202,11/24/21 12:26:34 PM,30.255,3961.1,,,,,
203,11/24/21 12:27:04 PM,29.752,3272.2,,,,,
204,11/24/21 12:27:34 PM,29.452,3961.1,,,,,
205,11/24/21 12:28:04 PM,28.953,2755.6,,,,,
206,11/24/21 12:28:34 PM,28.754,2927.8,,,,,
207,11/24/21 12:29:04 PM,28.456,3100.0,,,,,
208,11/24/21 12:29:34 PM,28.258,3616.7,,,,,
209,11/24/21 12:30:04 PM,28.159,3961.1,,,,,
210,11/24/21 12:30:34 PM,28.060,5511.1,,,,,
211,11/24/21 12:31:04 PM,28.060,6544.5,,,,,
212,11/24/21 12:31:34 PM,27.961,5166.7,,,,,
213,11/24/21 12:32:04 PM,27.961,6544.5,,,,,
214,11/24/21 12:32:34 PM,28.060,10677.8,,,,,
215,11/24/21 12:33:04 PM,28.060,6544.5,,,,,
216,11/24/21 12:33:34 PM,28.060,4133.4,,,,,
217,11/24/21 12:34:04 PM,27.961,3616.7,,,,,
218,11/24/21 12:34:34 PM,27.961,4133.4,,,,,
219,11/24/21 12:35:04 PM,27.961,5166.7,,,,,
220,11/24/21 12:35:34 PM,27.961,9300.1,,,,,
221,11/24/21 12:36:04 PM,27.961,4822.3,,,,,
222,11/24/21 12:36:34 PM,27.961,5166.7,,,,,
223,11/24/21 12:37:04 PM,27.961,5166.7,,,,,
224,11/24/21 12:37:34 PM,27.961,4822.3,,,,,
225,11/24/21 12:38:04 PM,28.060,8611.2,,,,,
226,11/24/21 12:38:34 PM,28.060,5166.7,,,,,
227,11/24/21 12:39:04 PM,28.159,7233.4,,,,,
228,11/24/21 12:39:34 PM,28.555,15844.5,,,,,
229,11/24/21 12:40:04 PM,28.357,7233.4,,,,,
230,11/24/21 12:40:34 PM,28.258,1894.5,,,,,
231,11/24/21 12:41:04 PM,28.258,7577.8,,,,,
232,11/24/21 12:41:34 PM,28.258,4994.5,,,,,
233,11/24/21 12:42:04 PM,28.159,1377.8,,,,,
234,11/24/21 12:42:34 PM,28.060,1248.6,,,,,
235,11/24/21 12:43:04 PM,28.258,9300.1,,,,,
236,11/24/21 12:43:34 PM,28.258,6544.5,,,,,
237,11/24/21 12:44:04 PM,28.357,10333.4,,,,,
238,11/24/21 12:44:34 PM,28.655,9644.5,,,,,
239,11/24/21 12:45:04 PM,28.853,12400.1,,,,,
240,11/24/21 12:45:34 PM,29.053,9300.1,,,,,
241,11/24/21 12:46:04 PM,29.152,13089.0,,,,,
242,11/24/21 12:46:34 PM,29.252,9644.5,,,,,
243,11/24/21 12:47:04 PM,29.352,12400.1,,,,,
244,11/24/21 12:47:34 PM,29.452,19289.0,,,,,
245,11/24/21 12:48:04 PM,29.252,4822.3,,,,,
246,11/24/21 12:48:34 PM,28.953,5338.9,,,,,
247,11/24/21 12:49:04 PM,28.853,3272.2,,,,,
248,11/24/21 12:49:34 PM,28.655,3961.1,,,,,
249,11/24/21 12:50:04 PM,28.555,3272.2,,,,,
250,11/24/21 12:50:34 PM,28.555,4477.8,,,,,
251,11/24/21 12:51:04 PM,28.456,4305.6,,,,,
252,11/24/21 12:51:34 PM,28.456,4133.4,,,,,
253,11/24/21 12:52:04 PM,28.357,4650.0,,,,,
254,11/24/21 12:52:34 PM,28.754,13777.9,,,,,
255,11/24/21 12:53:04 PM,28.853,8611.2,,,,,
256,11/24/21 12:53:34 PM,29.152,15844.5,,,,,
257,11/24/21 12:54:04 PM,29.352,14466.8,,,,,
258,11/24/21 12:54:34 PM,29.452,10333.4,,,,,
259,11/24/21 12:55:04 PM,29.452,13777.9,,,,,
260,11/24/21 12:55:34 PM,29.552,13089.0,,,,,
261,11/24/21 12:56:04 PM,28.853,570.5,,,,,
262,11/24/21 12:56:34 PM,28.456,10.8,,,,,
263,11/24/21 12:57:04 PM,28.258,0.0,,,,,
264,11/24/21 12:57:34 PM,28.060,0.0,,,,,
265,11/24/21 12:58:04 PM,27.961,0.0,,,,,
266,11/24/21 12:58:34 PM,27.862,0.0,,,,,
267,11/24/21 12:59:04 PM,27.764,0.0,,,,,
268,11/24/21 12:59:34 PM,27.764,0.0,,,,,
269,11/24/21 01:00:04 PM,27.665,10.8,,,,,
270,11/24/21 01:00:34 PM,27.665,0.0,,,,,
271,11/24/21 01:01:04 PM,27.665,0.0,,,,,
272,11/24/21 01:01:34 PM,27.665,0.0,,,,,
273,11/24/21 01:02:04 PM,27.567,0.0,,,,,
274,11/24/21 01:02:34 PM,27.567,0.0,,,,,
275,11/24/21 01:03:04 PM,27.567,0.0,,,,,
276,11/24/21 01:03:34 PM,27.567,0.0,,,,,
277,11/24/21 01:04:04 PM,27.567,0.0,,,,,
278,11/24/21 01:04:34 PM,27.567,0.0,,,,,
279,11/24/21 01:05:04 PM,27.567,0.0,,,,,
280,11/24/21 01:05:34 PM,27.567,0.0,,,,,
281,11/24/21 01:06:04 PM,27.567,0.0,,,,,
282,11/24/21 01:06:34 PM,27.567,0.0,,,,,
283,11/24/21 01:07:04 PM,27.567,0.0,,,,,
284,11/24/21 01:07:34 PM,27.567,0.0,,,,,
285,11/24/21 01:08:04 PM,27.567,0.0,,,,,
286,11/24/21 01:08:34 PM,27.567,0.0,,,,,
287,11/24/21 01:09:04 PM,27.567,0.0,,,,,
288,11/24/21 01:09:34 PM,27.567,0.0,,,,,
289,11/24/21 01:10:04 PM,27.665,0.0,,,,,
290,11/24/21 01:10:34 PM,28.159,13777.9,,,,,
291,11/24/21 01:11:04 PM,28.258,8611.2,,,,,
292,11/24/21 01:11:34 PM,28.456,9300.1,,,,,
293,11/24/21 01:12:04 PM,28.258,3444.5,,,,,
294,11/24/21 01:12:34 PM,28.258,8611.2,,,,,
295,11/24/21 01:13:04 PM,28.258,1463.9,,,,,
296,11/24/21 01:13:34 PM,28.159,1636.1,,,,,
297,11/24/21 01:14:04 PM,28.357,5166.7,,,,,
298,11/24/21 01:14:34 PM,28.555,9644.5,,,,,
299,11/24/21 01:15:04 PM,28.853,9644.5,,,,,
300,11/24/21 01:15:34 PM,28.953,8266.7,,,,,
301,11/24/21 01:16:04 PM,29.053,3100.0,,,,,
302,11/24/21 01:16:34 PM,29.152,10333.4,,,,,
303,11/24/21 01:17:04 PM,29.252,8611.2,,,,,
304,11/24/21 01:17:34 PM,29.152,9644.5,,,,,
305,11/24/21 01:18:04 PM,29.352,10333.4,,,,,
306,11/24/21 01:18:34 PM,29.452,14466.8,,,,,
307,11/24/21 01:19:04 PM,29.452,11711.2,,,,,
308,11/24/21 01:19:34 PM,29.452,8266.7,,,,,
309,11/24/21 01:20:04 PM,29.252,7233.4,,,,,
310,11/24/21 01:20:34 PM,29.152,11022.3,,,,,
311,11/24/21 01:21:04 PM,29.053,6200.0,,,,,
312,11/24/21 01:21:34 PM,29.152,9300.1,,,,,
313,11/24/21 01:22:04 PM,29.252,8266.7,,,,,
314,11/24/21 01:22:34 PM,29.252,7577.8,,,,,
315,11/24/21 01:23:04 PM,29.352,9300.1,,,,,
316,11/24/21 01:23:34 PM,29.452,10333.4,,,,,
317,11/24/21 01:24:04 PM,29.452,11711.2,,,,,
318,11/24/21 01:24:34 PM,29.552,10333.4,,,,,
319,11/24/21 01:25:04 PM,29.252,3444.5,,,,,
320,11/24/21 01:25:34 PM,28.953,3272.2,,,,,
321,11/24/21 01:26:04 PM,28.754,2927.8,,,,,
322,11/24/21 01:26:34 PM,28.655,2927.8,,,,,
323,11/24/21 01:27:04 PM,28.555,2927.8,,,,,
324,11/24/21 01:27:34 PM,28.456,2755.6,,,,,
325,11/24/21 01:28:04 PM,28.357,2927.8,,,,,
326,11/24/21 01:28:34 PM,28.357,3272.2,,,,,
327,11/24/21 01:29:04 PM,28.357,2411.1,,,,,
328,11/24/21 01:29:34 PM,28.456,12400.1,,,,,
329,11/24/21 01:30:04 PM,28.555,150.7,,,,,
330,11/24/21 01:30:34 PM,28.159,21.5,,,,,
331,11/24/21 01:31:04 PM,28.060,0.0,,,,,
332,11/24/21 01:31:34 PM,27.961,0.0,,,,,
333,11/24/21 01:32:04 PM,27.862,0.0,,,,,
334,11/24/21 01:32:34 PM,27.862,21.5,,,,,
335,11/24/21 01:33:04 PM,27.764,21.5,,,,,
336,11/24/21 01:33:34 PM,27.764,21.5,,,,,
337,11/24/21 01:34:04 PM,27.665,21.5,,,,,
338,11/24/21 01:34:34 PM,27.665,21.5,,,,,
339,11/24/21 01:35:04 PM,27.665,32.3,,,,,
340,11/24/21 01:35:34 PM,27.665,21.5,,,,,
341,11/24/21 01:36:04 PM,27.665,21.5,,,,,
342,11/24/21 01:36:34 PM,27.665,32.3,,,,,
343,11/24/21 01:37:04 PM,27.665,10.8,,,,,
344,11/24/21 01:37:34 PM,27.567,10.8,,,,,
345,11/24/21 01:38:04 PM,27.567,32.3,,,,,
346,11/24/21 01:38:34 PM,27.567,21.5,,,,,
347,11/24/21 01:39:04 PM,27.567,10.8,,,,,
348,11/24/21 01:39:34 PM,27.567,21.5,,,,,
349,11/24/21 01:40:04 PM,27.567,32.3,,,,,
350,11/24/21 01:40:34 PM,27.567,21.5,,,,,
351,11/24/21 01:41:04 PM,27.567,21.5,,,,,
352,11/24/21 01:41:34 PM,27.567,10.8,,,,,
353,11/24/21 01:42:04 PM,27.665,4477.8,,,,,
354,11/24/21 01:42:34 PM,27.862,4477.8,,,,,
355,11/24/21 01:43:04 PM,28.159,5511.1,,,,,
356,11/24/21 01:43:34 PM,28.159,4822.3,,,,,
357,11/24/21 01:44:04 PM,28.159,4650.0,,,,,
358,11/24/21 01:44:34 PM,28.258,5166.7,,,,,
359,11/24/21 01:45:04 PM,28.456,3100.0,,,,,
360,11/24/21 01:45:34 PM,28.060,505.9,,,,,
361,11/24/21 01:46:04 PM,28.060,2583.4,,,,,
362,11/24/21 01:46:34 PM,28.159,3961.1,,,,,
363,11/24/21 01:47:04 PM,28.258,1550.0,,,,,
364,11/24/21 01:47:34 PM,28.159,1636.1,,,,,
365,11/24/21 01:48:04 PM,28.159,1636.1,,,,,
366,11/24/21 01:48:34 PM,28.159,1636.1,,,,,
367,11/24/21 01:49:04 PM,28.159,1636.1,,,,,
368,11/24/21 01:49:34 PM,28.159,1808.3,,,,,
369,11/24/21 01:50:04 PM,28.159,1722.2,,,,,
370,11/24/21 01:50:34 PM,28.159,2238.9,,,,,
371,11/24/21 01:51:04 PM,28.258,4305.6,,,,,
372,11/24/21 01:51:34 PM,28.456,4133.4,,,,,
373,11/24/21 01:52:04 PM,28.555,3788.9,,,,,
374,11/24/21 01:52:34 PM,28.555,2669.5,,,,,
375,11/24/21 01:53:04 PM,28.555,3100.0,,,,,
376,11/24/21 01:53:34 PM,28.555,2325.0,,,,,
377,11/24/21 01:54:04 PM,28.655,4305.6,,,,,
378,11/24/21 01:54:34 PM,28.655,3961.1,,,,,
379,11/24/21 01:55:04 PM,28.555,1636.1,,,,,
380,11/24/21 01:55:34 PM,28.456,1377.8,,,,,
381,11/24/21 01:56:04 PM,28.357,473.6,,,,,
382,11/24/21 01:56:34 PM,28.159,32.3,,,,,
383,11/24/21 01:57:04 PM,28.060,0.0,,,,,
384,11/24/21 01:57:34 PM,27.961,0.0,,,,,
385,11/24/21 01:58:04 PM,27.862,0.0,,,,,
386,11/24/21 01:58:34 PM,27.764,0.0,,,,,
387,11/24/21 01:59:04 PM,27.665,0.0,,,,,
388,11/24/21 01:59:34 PM,27.665,0.0,,,,,
389,11/24/21 02:00:04 PM,27.665,0.0,,,,,
390,11/24/21 02:00:34 PM,27.567,0.0,,,,,
391,11/24/21 02:01:04 PM,27.567,0.0,,,,,
392,11/24/21 02:01:34 PM,27.567,0.0,,,,,
393,11/24/21 02:02:04 PM,27.567,0.0,,,,,
394,11/24/21 02:02:34 PM,27.567,0.0,,,,,
395,11/24/21 02:03:04 PM,27.567,0.0,,,,,
396,11/24/21 02:03:34 PM,27.567,0.0,,,,,
397,11/24/21 02:04:04 PM,27.567,0.0,,,,,
398,11/24/21 02:04:34 PM,27.567,0.0,,,,,
399,11/24/21 02:05:04 PM,27.567,0.0,,,,,
400,11/24/21 02:05:34 PM,27.567,0.0,,,,,
401,11/24/21 02:06:04 PM,27.567,0.0,,,,,
402,11/24/21 02:06:34 PM,27.567,0.0,,,,,
403,11/24/21 02:07:04 PM,27.567,1377.8,,,,,
404,11/24/21 02:07:34 PM,27.567,247.6,,,,,
405,11/24/21 02:08:04 PM,27.665,193.8,,,,,
406,11/24/21 02:08:34 PM,27.665,4133.4,,,,,
407,11/24/21 02:09:04 PM,27.665,3100.0,,,,,
408,11/24/21 02:09:34 PM,27.764,549.0,,,,,
409,11/24/21 02:10:04 PM,27.862,2152.8,,,,,
410,11/24/21 02:10:34 PM,27.862,2066.7,,,,,
411,11/24/21 02:11:04 PM,27.961,4133.4,,,,,
412,11/24/21 02:11:34 PM,27.665,398.3,,,,,
413,11/24/21 02:12:04 PM,27.567,409.0,,,,,
414,11/24/21 02:12:34 PM,27.468,322.9,,,,,
415,11/24/21 02:13:04 PM,27.370,387.5,,,,,
416,11/24/21 02:13:34 PM,27.272,344.4,,,,,
417,11/24/21 02:14:04 PM,27.173,247.6,,,,,
418,11/24/21 02:14:34 PM,27.173,462.9,,,,,
419,11/24/21 02:15:04 PM,27.075,462.9,,,,,
420,11/24/21 02:15:34 PM,27.075,484.4,,,,,
421,11/24/21 02:16:04 PM,26.977,495.1,,,,,
422,11/24/21 02:16:34 PM,26.977,505.9,,,,,
423,11/24/21 02:17:04 PM,26.977,215.3,,,,,
424,11/24/21 02:17:34 PM,26.977,581.3,,,,,
425,11/24/21 02:18:04 PM,26.879,129.2,,,,,
426,11/24/21 02:18:34 PM,26.879,215.3,,,,,
427,11/24/21 02:19:04 PM,26.879,215.3,,,,,
428,11/24/21 02:19:34 PM,26.879,215.3,,,,,
429,11/24/21 02:20:04 PM,26.879,204.5,,,,,
430,11/24/21 02:20:34 PM,26.879,193.8,,,,,
431,11/24/21 02:21:04 PM,26.879,193.8,,,,,
432,11/24/21 02:21:34 PM,26.879,193.8,,,,,
433,11/24/21 02:22:04 PM,26.879,183.0,,,,,
434,11/24/21 02:22:34 PM,26.879,183.0,,,,,
435,11/24/21 02:23:04 PM,26.879,183.0,,,,,
436,11/24/21 02:23:34 PM,26.879,183.0,,,,,
437,11/24/21 02:24:04 PM,26.879,183.0,,,,,
438,11/24/21 02:24:34 PM,26.879,183.0,,,,,
439,11/24/21 02:25:04 PM,26.879,183.0,,,,,
440,11/24/21 02:25:34 PM,26.879,183.0,,,,,
441,11/24/21 02:26:04 PM,26.879,183.0,,,,,
442,11/24/21 02:26:34 PM,26.879,183.0,,,,,
443,11/24/21 02:27:04 PM,26.879,183.0,,,,,
444,11/24/21 02:27:34 PM,26.879,183.0,,,,,
445,11/24/21 02:28:04 PM,26.879,150.7,,,,,
446,11/24/21 02:28:34 PM,26.879,236.8,,,,,
447,11/24/21 02:29:04 PM,26.781,183.0,,,,,
448,11/24/21 02:29:34 PM,26.781,193.8,,,,,
